wallet_txn_id,transaction_id,customer_id,merchant_id,wallet_provider,txn_type,amount,wallet_balance_after,timestamp,status
WLT0000808,TXN0003212,CUST00414,MER0009,Paytm Wallet,LOAD,249.39,10935.52,2025-02-16 16:02:34,SUCCESS
WLT0000809,TXN0003214,CUST01157,,Mobikwik,P2P_TRANSFER,270.02,5452.46,2025-06-03 10:43:07,SUCCESS
WLT0000810,TXN0003219,CUST00400,MER0101,Paytm Wallet,SPEND,797.19,18747.4,2025-05-21 21:57:06,SUCCESS
WLT0000811,TXN0003220,CUST00729,MER0025,Amazon Pay Balance,LOAD,108.08,6433.56,2025-03-06 08:03:16,SUCCESS
WLT0000812,TXN0003232,CUST00700,MER0034,Amazon Pay Balance,SPEND,193.75,4619.48,2025-03-07 19:57:03,SUCCESS
WLT0000813,TXN0003239,CUST01570,MER0141,Mobikwik,LOAD,574.09,16191.65,2025-06-18 10:59:59,SUCCESS
WLT0000814,TXN0003240,CUST01985,MER0023,Paytm Wallet,SPEND,2445.25,17123.83,2025-04-07 21:05:58,Success
WLT0000815,TXN0003244,CUST00745,MER0019,Paytm Wallet,SPEND,139.12,8392.9,2025-02-04 19:04:06,failed
WLT0000816,TXN0003245,CUST01456,MER0067,Amazon Pay Balance,LOAD,1241.77,14528.18,2025-04-02 21:33:21,success
WLT0000817,TXN0003250,CUST00588,MER0034,Mobikwik,LOAD,1220.9,9300.71,2025-03-27 14:24:21,success
WLT0000818,TXN0003253,CUST00171,MER0130,Paytm Wallet,SPEND,200.98,18984.44,2025-03-29 09:34:55,Success
WLT0000819,TXN0003257,CUST01682,MER0040,Paytm Wallet,LOAD,550.1,8681.35,2025-06-15 15:32:48,success
WLT0000820,TXN0003265,CUST00176,,Paytm Wallet,P2P_TRANSFER,314.67,7594.89,2025-01-22 00:56:23,Success
WLT0000821,TXN0003268,CUST00674,,PhonePe Wallet,P2P_TRANSFER,566.91,2703.12,2025-03-08 11:48:33,Success
WLT0000822,TXN0003269,CUST01238,MER0122,Mobikwik,SPEND,66.02,16144.65,2025-01-23 04:47:59,success
WLT0000823,TXN0003270,CUST00571,MER0140,Paytm Wallet,LOAD,1754.76,15878.84,2025-01-31 05:48:22,SUCCESS
WLT0000824,TXN0003273,CUST01164,,Amazon Pay Balance,P2P_TRANSFER,1529.08,6697.06,2025-04-27 17:13:25,SUCCESS
WLT0000825,TXN0003280,CUST00291,,PhonePe Wallet,P2P_TRANSFER,3453.89,18223.39,2025-03-20 15:45:21,failed
WLT0000826,TXN0003297,CUST01687,MER0082,PhonePe Wallet,SPEND,582.32,4911.04,2025-01-03 18:06:54,failed
WLT0000827,TXN0003303,CUST00921,MER0149,Mobikwik,LOAD,162.89,6074.71,2025-01-19 22:07:53,Success
WLT0000828,TXN0003311,CUST00619,MER0129,Amazon Pay Balance,SPEND,187.17,17280.24,2025-06-09 01:03:24,PENDING
WLT0000829,TXN0003312,CUST01778,,Amazon Pay Balance,P2P_TRANSFER,189.09,4108.47,2025-04-07 22:07:02,success
WLT0000830,TXN0003313,CUST01329,MER0106,PhonePe Wallet,LOAD,383.41,14146.24,2025-03-21 16:32:28,Success
WLT0000831,TXN0003316,CUST01995,MER0030,Mobikwik,LOAD,557.89,13437.78,2025-06-29 21:05:54,success
WLT0000832,TXN0003320,CUST00893,MER0112,Amazon Pay Balance,SPEND,156.63,6240.97,2025-05-04 03:09:14,SUCCESS
WLT0000833,TXN0003323,CUST01331,,Paytm Wallet,P2P_TRANSFER,1182.38,2238.13,2025-03-21 20:42:07,Success
WLT0000834,TXN0003324,CUST00213,MER0140,Mobikwik,SPEND,406.3,18584.62,2025-01-20 08:38:43,Failed
WLT0000835,TXN0003325,CUST01298,MER0149,Mobikwik,LOAD,326.62,12886.28,2025-06-06 11:37:45,success
WLT0000836,TXN0003326,CUST00067,MER0108,Mobikwik,SPEND,131.35,15055.66,2025-02-11 03:23:27,SUCCESS
WLT0000837,TXN0003330,CUST00719,MER0119,Amazon Pay Balance,SPEND,725.2,6609.38,2025-03-22 04:24:55,SUCCESS
WLT0000838,TXN0003331,CUST01860,MER0102,Amazon Pay Balance,SPEND,468.31,2121.14,2025-01-02 11:26:32,SUCCESS
WLT0000839,TXN0003332,CUST01925,MER0058,PhonePe Wallet,SPEND,196.41,5223.59,2025-04-09 13:24:17,Failed
WLT0000840,TXN0003336,CUST00495,,Mobikwik,P2P_TRANSFER,1756.03,5236.83,2025-06-26 12:31:20,success
WLT0000841,TXN0003338,CUST00054,,Amazon Pay Balance,P2P_TRANSFER,629.93,1088.44,2025-03-14 16:51:25,success
WLT0000842,TXN0003339,CUST01722,MER0082,PhonePe Wallet,SPEND,705.93,13144.03,2025-03-07 01:37:56,success
WLT0000843,TXN0003340,CUST00350,MER0111,Mobikwik,LOAD,43.65,6722.52,2025-02-16 23:00:52,Success
WLT0000844,TXN0003342,CUST01263,MER0014,Mobikwik,SPEND,276.07,12548.97,2025-06-05 14:28:34,SUCCESS
WLT0000845,TXN0003343,CUST01909,MER0033,Mobikwik,LOAD,244.27,3808.45,2025-05-04 13:14:57,Success
WLT0000846,TXN0003346,CUST00325,MER0026,Mobikwik,LOAD,-240.41,7432.97,2025-05-18 20:57:20,success
WLT0000847,TXN0003357,CUST01504,,Paytm Wallet,P2P_TRANSFER,870.41,1142.51,2025-03-30 02:25:27,Success
WLT0000848,TXN0003360,CUST00397,MER0063,PhonePe Wallet,LOAD,1643.21,18630.04,2025-05-22 00:51:43,success
WLT0000849,TXN0003361,CUST01598,MER0097,PhonePe Wallet,SPEND,300.51,12468.14,2025-05-30 14:17:06,FAILED
WLT0000850,TXN0003363,CUST00170,MER0006,Amazon Pay Balance,LOAD,603.01,8360.05,2025-05-04 23:05:49,Success
WLT0000851,TXN0003366,CUST00291,,PhonePe Wallet,P2P_TRANSFER,311.27,11424.95,2025-06-23 17:09:37,Success
WLT0000852,TXN0003370,CUST00207,MER0006,Mobikwik,SPEND,1761.55,15147.57,2025-03-22 08:11:31,Success
WLT0000853,TXN0003372,CUST00157,,Paytm Wallet,P2P_TRANSFER,157.86,16431.06,2025-03-23 12:54:32,success
WLT0000854,TXN0003374,CUST01861,MER0042,Mobikwik,LOAD,154.22,15653.46,2025-02-04 21:57:31,SUCCESS
WLT0000855,TXN0003376,CUST00366,MER0009,Amazon Pay Balance,LOAD,557.44,8984.41,2025-01-23 18:13:29,SUCCESS
WLT0000856,TXN0003377,CUST01999,MER0089,Mobikwik,LOAD,171.83,10042.07,2025-04-04 23:11:19,SUCCESS
WLT0000857,TXN0003380,CUST00522,MER0050,PhonePe Wallet,LOAD,208.17,10727.25,2025-04-28 16:40:51,SUCCESS
WLT0000858,TXN0003388,CUST00561,MER0024,PhonePe Wallet,LOAD,598.02,7279.73,2025-03-09 16:22:35,SUCCESS
WLT0000859,TXN0003390,CUST00603,MER0127,PhonePe Wallet,SPEND,1707.35,10672.32,2025-03-26 16:11:46,FAILED
WLT0000860,TXN0003400,CUST00653,MER0099,Amazon Pay Balance,LOAD,635.95,8845.75,2025-03-25 08:44:36,success
WLT0000861,TXN0003405,CUST01237,MER0136,Mobikwik,LOAD,114.42,12941.04,2025-03-10 09:37:10,FAILED
WLT0000862,TXN0003415,CUST00659,MER0144,Mobikwik,LOAD,1228.92,17843.53,2025-01-13 20:40:41,SUCCESS
WLT0000863,TXN0003416,CUST00790,,Amazon Pay Balance,P2P_TRANSFER,1282.41,17659.05,2025-02-11 04:48:28,Success
WLT0000864,TXN0003418,CUST01149,,Amazon Pay Balance,P2P_TRANSFER,674.89,14049.24,2025-04-29 01:02:22,success
WLT0000865,TXN0003421,CUST01549,MER0082,Mobikwik,SPEND,325.75,13961.99,2025-02-08 11:26:52,success
WLT0000866,TXN0003422,CUST00404,,Amazon Pay Balance,P2P_TRANSFER,199.34,8710.16,2025-04-06 21:54:01,success
WLT0000867,TXN0003423,CUST01022,,PhonePe Wallet,P2P_TRANSFER,1237.38,15560.22,2025-02-23 06:52:07,SUCCESS
WLT0000868,TXN0003426,CUST00670,MER0061,Amazon Pay Balance,LOAD,238.84,19211.31,2025-04-22 22:16:59,success
WLT0000869,TXN0003427,CUST00044,,Paytm Wallet,P2P_TRANSFER,336.74,2352.04,2025-05-05 23:42:13,Success
WLT0000870,TXN0003428,CUST01605,MER0002,PhonePe Wallet,SPEND,458.33,7795.53,2025-06-27 00:33:53,Success
WLT0000871,TXN0003430,CUST01724,MER0010,PhonePe Wallet,SPEND,983.17,19241.72,2025-06-23 22:52:05,Success
WLT0000872,TXN0003431,CUST01093,MER0011,Paytm Wallet,SPEND,518.73,333.4,2025-03-07 12:21:02,success
WLT0000873,TXN0003433,CUST00963,,Paytm Wallet,P2P_TRANSFER,83.65,10335.8,2025-06-05 19:58:58,SUCCESS
WLT0000874,TXN0003435,CUST00650,MER0103,Paytm Wallet,LOAD,315.1,14487.0,2025-01-16 11:44:31,success
WLT0000875,TXN0003438,CUST00612,MER0117,Mobikwik,SPEND,3734.18,16755.93,2025-04-06 19:06:55,SUCCESS
WLT0000876,TXN0003446,CUST01850,MER0002,PhonePe Wallet,LOAD,495.58,11848.46,2025-05-14 15:26:12,SUCCESS
WLT0000877,TXN0003448,CUST01810,MER0029,Amazon Pay Balance,SPEND,180.53,2722.27,2025-01-10 07:42:43,Success
WLT0000878,TXN0003449,CUST01940,MER0068,Mobikwik,SPEND,3429.79,1829.84,2025-03-05 22:47:03,SUCCESS
WLT0000879,TXN0003452,CUST00283,MER0031,Amazon Pay Balance,LOAD,96.59,9957.48,2025-01-25 12:32:52,SUCCESS
WLT0000880,TXN0003453,CUST00654,MER0150,Amazon Pay Balance,SPEND,523.19,13240.21,2025-06-22 09:26:25,PENDING
WLT0000881,TXN0003458,CUST00660,MER0124,PhonePe Wallet,SPEND,2619.45,1591.13,2025-02-13 20:26:47,SUCCESS
WLT0000882,TXN0003459,CUST00189,,PhonePe Wallet,P2P_TRANSFER,761.75,4337.71,2025-02-27 12:33:04,Success
WLT0000883,TXN0003460,CUST01457,,Amazon Pay Balance,P2P_TRANSFER,382.18,3799.77,2025-04-19 10:52:10,SUCCESS
WLT0000884,TXN0003463,CUST00160,,Mobikwik,P2P_TRANSFER,118.05,10449.33,2025-04-07 01:01:47,SUCCESS
WLT0000885,TXN0003464,CUST00124,,Paytm Wallet,P2P_TRANSFER,576.91,15195.84,2025-05-11 04:45:05,Success
WLT0000886,TXN0003466,CUST00789,,Paytm Wallet,P2P_TRANSFER,818.36,10083.48,2025-01-21 07:10:01,success
WLT0000887,TXN0003468,CUST01210,MER0132,Mobikwik,SPEND,269.16,4890.27,2025-06-16 16:42:29,Success
WLT0000888,TXN0003472,CUST00267,,Mobikwik,P2P_TRANSFER,1566.76,18771.92,2025-03-12 14:42:10,Success
WLT0000889,TXN0003473,CUST00790,MER0132,PhonePe Wallet,SPEND,457.76,4628.39,2025-02-09 10:08:42,Success
WLT0000890,TXN0003474,CUST01598,MER0018,PhonePe Wallet,LOAD,242.7,5465.27,2025-02-23 22:49:15,Success
WLT0000891,TXN0003482,CUST01356,MER0091,PhonePe Wallet,LOAD,518.06,18416.59,2025-02-21 13:41:11,SUCCESS
WLT0000892,TXN0003485,CUST00309,MER0111,Mobikwik,SPEND,133.4,18993.74,2025-04-09 15:06:38,SUCCESS
WLT0000893,TXN0003486,CUST00684,,Paytm Wallet,P2P_TRANSFER,807.9,8005.91,2025-02-22 22:21:22,success
WLT0000894,TXN0003492,CUST01245,MER0111,Paytm Wallet,SPEND,967.2,7361.88,2025-01-22 04:50:12,SUCCESS
WLT0000895,TXN0003495,CUST00236,,Mobikwik,P2P_TRANSFER,3247.59,6937.47,2025-01-07 22:19:04,Success
WLT0000896,TXN0003500,CUST00805,,Mobikwik,P2P_TRANSFER,239.96,172.38,2025-05-23 12:20:07,success
WLT0000897,TXN0003506,CUST01031,MER0123,PhonePe Wallet,SPEND,310.54,1086.37,2025-05-24 12:24:45,SUCCESS
WLT0000898,TXN0003528,CUST01696,MER0086,Mobikwik,LOAD,114.05,2083.86,2025-06-23 02:05:47,SUCCESS
WLT0000899,TXN0003532,CUST00841,MER0037,PhonePe Wallet,LOAD,1974.54,10033.12,2025-03-11 08:38:47,success
WLT0000900,TXN0003539,CUST01869,MER0135,Mobikwik,SPEND,133.67,3486.54,2025-02-03 23:20:11,SUCCESS
WLT0000901,TXN0003550,CUST01395,,Paytm Wallet,P2P_TRANSFER,461.21,205.68,2025-02-26 06:28:51,SUCCESS
WLT0000902,TXN0003553,CUST00591,,Amazon Pay Balance,P2P_TRANSFER,1386.68,12833.44,2025-02-27 05:31:34,SUCCESS
WLT0000903,TXN0003556,CUST01215,,Amazon Pay Balance,P2P_TRANSFER,415.83,6398.83,2025-04-05 19:57:09,Success
WLT0000904,TXN0003566,CUST01881,,Amazon Pay Balance,P2P_TRANSFER,130.57,10513.74,2025-02-12 11:57:04,SUCCESS
WLT0000905,TXN0003567,CUST00066,MER0091,Amazon Pay Balance,SPEND,108.66,16160.9,2025-02-18 07:09:31,Success
WLT0000906,TXN0003568,CUST01663,MER0099,PhonePe Wallet,SPEND,4477.43,12011.77,2025-03-24 01:17:15,SUCCESS
WLT0000907,TXN0003569,CUST00818,MER0026,Paytm Wallet,LOAD,394.12,5076.73,2025-06-23 09:50:18,Success
WLT0000908,TXN0003579,CUST00376,MER0112,PhonePe Wallet,SPEND,326.1,15429.44,2025-01-19 15:35:22,success
WLT0000909,TXN0003588,CUST01858,MER0063,Mobikwik,SPEND,227.91,5723.61,2025-04-23 16:29:54,SUCCESS
WLT0000910,TXN0003593,CUST00826,MER0119,Amazon Pay Balance,LOAD,1511.44,16752.76,2025-06-06 19:08:03,Success
WLT0000911,TXN0003594,CUST01563,MER0118,Mobikwik,SPEND,976.79,6462.27,2025-06-12 22:56:46,Success
WLT0000912,TXN0003596,CUST00554,MER0028,Mobikwik,LOAD,954.45,7197.98,2025-03-06 18:08:43,SUCCESS
WLT0000913,TXN0003598,CUST00596,MER0085,Paytm Wallet,SPEND,179.65,8748.96,2025-06-17 19:59:44,success
WLT0000914,TXN0003600,CUST01198,MER0014,Amazon Pay Balance,LOAD,676.16,4515.73,2025-05-17 05:33:56,Success
WLT0000915,TXN0003602,CUST01152,MER0127,Amazon Pay Balance,SPEND,1472.87,18516.89,2025-01-27 11:40:58,FAILED
WLT0000916,TXN0003611,CUST01706,MER0101,Mobikwik,SPEND,426.35,17431.14,2025-01-11 19:21:45,success
WLT0000917,TXN0003614,CUST01680,,Amazon Pay Balance,P2P_TRANSFER,1447.91,6046.76,2025-06-14 14:42:00,SUCCESS
WLT0000918,TXN0003617,CUST01348,MER0111,Mobikwik,LOAD,602.74,11316.57,2025-01-29 09:33:26,SUCCESS
WLT0000919,TXN0003619,CUST00291,MER0062,Paytm Wallet,LOAD,359.14,11366.0,2025-02-03 03:52:17,Pending
WLT0000920,TXN0003621,CUST00976,MER0075,PhonePe Wallet,SPEND,73.29,7678.74,2025-05-10 14:56:27,Success
WLT0000921,TXN0003629,CUST00070,MER0114,Paytm Wallet,SPEND,705.25,12291.94,2025-01-09 06:40:42,Failed
WLT0000922,TXN0003630,CUST01860,MER0036,Paytm Wallet,SPEND,510.13,9035.81,2025-04-01 20:36:18,SUCCESS
WLT0000923,TXN0003631,CUST01808,MER0071,Amazon Pay Balance,SPEND,363.69,4354.1,2025-01-02 18:30:09,success
WLT0000924,TXN0003645,CUST01350,MER0034,Paytm Wallet,SPEND,163.52,11511.52,2025-05-16 11:50:16,success
WLT0000925,TXN0003649,CUST01501,,Amazon Pay Balance,P2P_TRANSFER,125.38,14742.01,2025-01-19 17:54:39,Success
WLT0000926,TXN0003651,CUST01914,MER0083,Mobikwik,SPEND,812.18,14315.55,2025-05-28 13:26:02,SUCCESS
WLT0000927,TXN0003659,CUST01564,MER0008,PhonePe Wallet,LOAD,650.38,9281.77,2025-06-29 08:03:32,success
WLT0000928,TXN0003665,CUST00586,,Amazon Pay Balance,P2P_TRANSFER,1082.88,5277.85,2025-05-25 02:41:16,SUCCESS
WLT0000929,TXN0003673,CUST01771,,PhonePe Wallet,P2P_TRANSFER,455.55,1390.52,2025-02-05 23:34:51,Success
WLT0000930,TXN0003675,CUST00390,MER0147,Amazon Pay Balance,LOAD,660.7,17325.43,2025-06-10 16:46:56,FAILED
WLT0000931,TXN0003681,CUST00261,MER0077,Paytm Wallet,LOAD,355.18,7315.1,2025-01-20 14:17:19,success
WLT0000932,TXN0003683,CUST00106,MER0085,Mobikwik,SPEND,2007.79,12413.2,2025-01-05 09:03:20,success
WLT0000933,TXN0003685,CUST01697,,Mobikwik,P2P_TRANSFER,404.23,2578.22,2025-05-17 13:29:28,success
WLT0000934,TXN0003686,CUST00733,,Amazon Pay Balance,P2P_TRANSFER,656.34,1614.69,2025-06-19 05:21:36,SUCCESS
WLT0000935,TXN0003693,CUST00965,MER0068,PhonePe Wallet,SPEND,255.48,15776.21,2025-05-07 20:16:54,success
WLT0000936,TXN0003698,CUST01503,MER0016,Paytm Wallet,LOAD,1428.35,17375.28,2025-02-15 18:03:20,SUCCESS
WLT0000937,TXN0003701,CUST01250,MER0010,Mobikwik,SPEND,550.72,11525.49,2025-03-09 03:45:25,Success
WLT0000938,TXN0003702,CUST00145,MER0021,Paytm Wallet,LOAD,1685.44,12256.17,2025-06-22 08:08:11,success
WLT0000939,TXN0003707,CUST00979,MER0059,Paytm Wallet,SPEND,2345.76,19701.48,2025-01-05 03:55:58,SUCCESS
WLT0000940,TXN0003712,CUST00988,,Amazon Pay Balance,P2P_TRANSFER,197.74,1523.2,2025-05-29 16:20:04,Failed
WLT0000941,TXN0003713,CUST00773,MER0111,PhonePe Wallet,SPEND,717.51,4463.45,2025-05-17 04:28:15,SUCCESS
WLT0000942,TXN0003714,CUST00875,MER0030,PhonePe Wallet,SPEND,765.13,8440.24,2025-03-27 01:00:29,SUCCESS
WLT0000943,TXN0003730,CUST01922,MER0127,Paytm Wallet,SPEND,169.86,18428.09,2025-05-17 22:43:38,success
WLT0000944,TXN0003737,CUST01430,MER0027,Amazon Pay Balance,SPEND,175.93,2255.15,2025-01-11 11:38:48,success
WLT0000945,TXN0003738,CUST00710,MER0125,PhonePe Wallet,SPEND,252.43,12100.28,2025-02-24 07:53:14,success
WLT0000946,TXN0003739,CUST00161,,Amazon Pay Balance,P2P_TRANSFER,363.57,604.73,2025-01-27 15:04:44,success
WLT0000947,TXN0003740,CUST01724,MER0060,Paytm Wallet,SPEND,194.55,569.53,2025-03-01 05:07:10,SUCCESS
WLT0000948,TXN0003743,CUST01672,MER0010,Mobikwik,SPEND,610.96,9215.67,2025-02-15 15:40:11,failed
WLT0000949,TXN0003747,CUST00070,,Mobikwik,P2P_TRANSFER,1012.58,14333.63,2025-04-25 05:23:52,Success
WLT0000950,TXN0003754,CUST01352,MER0014,Paytm Wallet,SPEND,701.17,6699.56,2025-05-09 05:41:54,SUCCESS
WLT0000951,TXN0003762,CUST00876,MER0015,Paytm Wallet,LOAD,1950.63,2640.06,2025-06-06 18:44:28,SUCCESS
WLT0000952,TXN0003767,CUST01164,MER0067,PhonePe Wallet,SPEND,129.87,6145.66,2025-02-01 13:31:57,success
WLT0000953,TXN0003774,CUST00080,MER0093,Paytm Wallet,LOAD,49.21,15273.15,2025-02-22 04:27:12,FAILED
WLT0000954,TXN0003775,CUST01351,,Mobikwik,P2P_TRANSFER,1144.59,18355.3,2025-05-07 19:20:43,Pending
WLT0000955,TXN0003778,CUST00658,MER0046,Paytm Wallet,LOAD,2481.02,17125.28,2025-03-28 04:17:54,Success
WLT0000956,TXN0003779,CUST00948,,PhonePe Wallet,P2P_TRANSFER,81.76,9833.99,2025-01-02 17:20:25,success
WLT0000957,TXN0003787,CUST01612,,Paytm Wallet,P2P_TRANSFER,265.97,11822.6,2025-06-18 18:05:29,Success
WLT0000958,TXN0003793,CUST00902,MER0011,Mobikwik,SPEND,194.43,2635.64,2025-04-18 11:04:00,SUCCESS
WLT0000959,TXN0003794,CUST01470,,Mobikwik,P2P_TRANSFER,144.75,6886.52,2025-05-19 18:02:32,SUCCESS
WLT0000960,TXN0003796,CUST01390,MER0091,Mobikwik,SPEND,530.87,16738.89,2025-04-15 22:38:21,Success
WLT0000961,TXN0003800,CUST00232,MER0061,Amazon Pay Balance,LOAD,298.64,18819.26,2025-02-09 14:54:15,SUCCESS
WLT0000962,TXN0003811,CUST01868,MER0028,Mobikwik,LOAD,1296.38,11876.53,2025-04-29 06:19:24,success
WLT0000963,TXN0003814,CUST01191,MER0056,Paytm Wallet,LOAD,583.92,10202.56,2025-03-15 13:31:15,SUCCESS
WLT0000964,TXN0003816,CUST01346,MER0098,Amazon Pay Balance,LOAD,179.92,19379.01,2025-05-29 02:01:43,success
WLT0000965,TXN0003840,CUST01863,MER0150,Amazon Pay Balance,LOAD,398.49,6703.91,2025-05-10 07:19:52,Failed
WLT0000966,TXN0003846,CUST01806,MER0047,Paytm Wallet,LOAD,554.44,5476.4,2025-06-20 04:20:47,SUCCESS
WLT0000967,TXN0003848,CUST00248,MER0142,Paytm Wallet,LOAD,376.09,274.55,2025-05-19 03:16:47,SUCCESS
WLT0000968,TXN0003849,CUST01905,MER0026,Amazon Pay Balance,LOAD,260.33,10400.37,2025-01-25 13:03:25,Success
WLT0000969,TXN0003853,CUST01055,MER0100,Paytm Wallet,SPEND,335.64,2161.93,2025-06-25 14:09:31,SUCCESS
WLT0000970,TXN0003855,CUST00824,MER0062,Paytm Wallet,SPEND,1209.31,5463.91,2025-05-19 06:05:01,success
WLT0000971,TXN0003858,CUST01247,MER0012,Mobikwik,SPEND,504.43,11476.02,2025-01-15 07:42:42,success
WLT0000972,TXN0003862,CUST01552,MER0035,Mobikwik,LOAD,309.8,5877.28,2025-05-23 10:05:33,Pending
WLT0000973,TXN0003868,CUST01042,MER0072,Mobikwik,LOAD,151.41,13503.46,2025-05-31 02:28:14,Failed
WLT0000974,TXN0003869,CUST00199,,PhonePe Wallet,P2P_TRANSFER,77.84,7686.27,2025-04-06 18:54:51,Success
WLT0000975,TXN0003879,CUST00243,,Mobikwik,P2P_TRANSFER,311.16,10387.27,2025-04-05 11:53:12,SUCCESS
WLT0000976,TXN0003882,CUST00532,MER0028,Mobikwik,SPEND,154.68,11298.98,2025-06-29 12:33:22,Success
WLT0000977,TXN0003888,CUST01106,MER0050,Amazon Pay Balance,SPEND,1252.51,2365.42,2025-01-02 07:03:41,success
WLT0000978,TXN0003889,CUST01001,MER0007,Paytm Wallet,SPEND,181.94,17700.41,2025-03-13 18:11:01,success
WLT0000979,TXN0003891,CUST00874,MER0134,PhonePe Wallet,SPEND,988.36,3117.49,2025-01-25 12:02:07,Success
WLT0000980,TXN0003893,CUST01881,,PhonePe Wallet,P2P_TRANSFER,3456.08,15127.88,2025-05-18 03:42:00,SUCCESS
WLT0000981,TXN0003895,CUST01821,MER0068,Paytm Wallet,SPEND,1538.62,7113.78,2025-01-17 20:48:53,SUCCESS
WLT0000982,TXN0003909,CUST01285,,Amazon Pay Balance,P2P_TRANSFER,1168.68,3005.73,2025-01-27 13:52:55,Success
WLT0000983,TXN0003917,CUST01756,MER0055,PhonePe Wallet,SPEND,4470.19,5399.39,2025-01-01 14:54:08,Success
WLT0000984,TXN0003919,CUST01143,MER0046,Paytm Wallet,LOAD,413.4,266.03,2025-01-08 12:52:49,success
WLT0000985,TXN0003923,CUST01087,MER0047,Amazon Pay Balance,LOAD,1327.17,10306.9,2025-06-20 11:15:44,Success
WLT0000986,TXN0003927,CUST00732,MER0076,PhonePe Wallet,SPEND,193.16,17805.47,2025-01-19 17:52:38,SUCCESS
WLT0000987,TXN0003928,CUST00449,,Mobikwik,P2P_TRANSFER,191.32,12025.06,2025-06-21 01:16:08,SUCCESS
WLT0000988,TXN0003929,CUST01837,MER0074,Paytm Wallet,LOAD,577.42,5978.86,2025-03-23 11:26:59,SUCCESS
WLT0000989,TXN0003933,CUST01353,,PhonePe Wallet,P2P_TRANSFER,1999.49,16841.58,2025-05-16 08:06:32,FAILED
WLT0000990,TXN0003941,CUST01383,MER0101,PhonePe Wallet,SPEND,780.26,5897.11,2025-06-07 02:21:20,SUCCESS
WLT0000991,TXN0003947,CUST01173,MER0138,Amazon Pay Balance,LOAD,355.8,1430.93,2025-02-10 00:57:55,success
WLT0000992,TXN0003948,CUST01597,MER0085,PhonePe Wallet,LOAD,268.9,10134.43,2025-01-26 02:11:13,SUCCESS
WLT0000993,TXN0003961,CUST00442,MER0064,Mobikwik,LOAD,354.05,17093.55,2025-01-03 15:34:16,Success
WLT0000994,TXN0003964,CUST01028,MER0125,Paytm Wallet,LOAD,1405.41,5648.81,2025-01-09 05:03:47,success
WLT0000995,TXN0003966,CUST00050,,PhonePe Wallet,P2P_TRANSFER,630.06,19493.33,2025-05-30 23:41:56,SUCCESS
WLT0000996,TXN0003969,CUST01606,MER0103,Mobikwik,SPEND,608.24,5797.11,2025-01-26 11:24:16,Success
WLT0000997,TXN0003974,CUST01883,,Paytm Wallet,P2P_TRANSFER,277.38,15529.21,2025-05-23 21:25:06,success
WLT0000998,TXN0003993,CUST00224,MER0086,PhonePe Wallet,SPEND,3476.07,7687.49,2025-01-28 22:01:21,failed
WLT0000999,TXN0004001,CUST01011,,Amazon Pay Balance,P2P_TRANSFER,156.2,2806.56,2025-03-02 11:29:07,Success
WLT0001000,TXN0004003,CUST00309,,Mobikwik,P2P_TRANSFER,1415.02,19658.94,2025-05-14 18:57:41,Success
WLT0001001,TXN0004009,CUST00945,MER0132,Amazon Pay Balance,LOAD,1113.19,14603.57,2025-04-18 17:35:20,SUCCESS
WLT0001002,TXN0004013,CUST01551,,PhonePe Wallet,P2P_TRANSFER,722.85,7520.76,2025-04-11 23:05:29,SUCCESS
WLT0001003,TXN0004015,CUST00405,MER0030,Amazon Pay Balance,LOAD,-203.82,6905.25,2025-01-08 14:02:30,success
WLT0001004,TXN0004023,CUST01332,,Mobikwik,P2P_TRANSFER,122.36,6207.63,2025-02-26 08:24:54,Success
WLT0001005,TXN0004025,CUST01258,MER0096,PhonePe Wallet,SPEND,1169.08,14957.88,2025-04-11 20:29:06,success
WLT0001006,TXN0004029,CUST01074,MER0122,Paytm Wallet,SPEND,734.26,11987.46,2025-01-02 21:46:12,Success
WLT0001007,TXN0004031,CUST00308,MER0002,PhonePe Wallet,SPEND,414.5,17887.98,2025-03-02 13:16:55,Success
WLT0001008,TXN0004038,CUST00463,MER0004,PhonePe Wallet,SPEND,206.62,7083.13,2025-02-07 09:46:14,SUCCESS
WLT0001009,TXN0004039,CUST00563,,PhonePe Wallet,P2P_TRANSFER,1053.39,5353.25,2025-06-26 23:56:52,success
WLT0001010,TXN0004040,CUST01778,MER0079,Mobikwik,SPEND,713.81,5730.56,2025-03-13 07:37:28,Success
WLT0001011,TXN0004044,CUST01214,,PhonePe Wallet,P2P_TRANSFER,524.83,13320.49,2025-05-22 21:06:48,SUCCESS
WLT0001012,TXN0004048,CUST01321,MER0085,Paytm Wallet,LOAD,426.18,10059.78,2025-04-22 18:45:00,SUCCESS
WLT0001013,TXN0004052,CUST00475,MER0024,Paytm Wallet,LOAD,41.94,4832.36,2025-06-05 23:54:00,SUCCESS
WLT0001014,TXN0004054,CUST00338,MER0001,Mobikwik,LOAD,410.47,9143.98,2025-03-04 18:51:49,Success
WLT0001015,TXN0004055,CUST00160,MER0014,Amazon Pay Balance,LOAD,1606.63,3407.42,2025-01-27 14:20:57,Success
WLT0001016,TXN0004063,CUST01087,,Amazon Pay Balance,P2P_TRANSFER,425.94,18881.53,2025-04-28 13:16:47,SUCCESS
WLT0001017,TXN0004069,CUST00247,MER0112,Paytm Wallet,LOAD,318.07,9941.34,2025-05-07 14:58:10,success
