transaction_id,fraud_score,is_fraud,fraud_reason,model_version,flagged_timestamp
TXN0004042,0.147,0,,fraud-model-v2.3,2025-05-05 14:06:57
TXN0005811,0.103,0,,fraud-model-v2.3,2025-01-22 07:51:32
TXN0004825,0.211,0,,fraud-model-v2.3,2025-04-15 10:13:19
TXN0002985,0.061,0,,fraud-model-v2.3,2025-06-24 11:26:14
TXN0003595,0.05,0,,fraud-model-v2.3,2025-01-11 14:56:40
TXN0003674,0.028,0,,fraud-model-v2.3,2025-04-07 08:23:51
TXN0003847,0.115,0,,fraud-model-v2.3,2025-02-02 09:15:05
TXN0006226,0.204,0,,fraud-model-v2.3,2025-03-30 01:51:48
TXN0011591,0.128,0,,fraud-model-v2.3,2025-02-03 05:31:53
TXN0005695,0.103,0,,fraud-model-v2.3,2025-01-13 07:38:30
TXN0010788,0.067,0,,fraud-model-v2.3,2025-05-04 03:31:30
TXN0007992,0.099,0,,fraud-model-v2.3,2025-05-31 13:28:57
TXN0002259,0.112,0,,fraud-model-v2.3,2025-01-25 01:03:07
TXN0008749,0.094,0,,fraud-model-v2.3,2025-04-12 15:03:03
TXN0002273,0.213,0,,fraud-model-v2.3,2025-04-03 11:32:29
TXN0005532,0.114,0,,fraud-model-v2.3,2025-05-28 06:53:31
TXN0006128,0.099,0,,fraud-model-v2.3,2025-03-26 07:20:43
TXN0006251,0.037,0,,fraud-model-v2.3,2025-06-21 08:45:57
TXN0003257,0.121,0,,fraud-model-v2.3,2025-06-15 15:36:55
TXN0000692,0.054,0,,fraud-model-v2.3,2025-04-26 21:40:03
TXN0001139,0.067,0,,fraud-model-v2.3,2025-01-27 21:05:41
TXN0010158,0.03,0,,fraud-model-v2.3,2025-03-08 00:11:39
TXN0000060,0.176,0,,fraud-model-v2.3,2025-05-21 04:45:49
TXN0009862,0.08,0,,fraud-model-v2.3,2025-03-30 11:43:20
TXN0001733,0.032,0,,fraud-model-v2.3,2025-05-10 05:44:43
TXN0008253,0.049,0,,fraud-model-v2.3,2025-06-06 07:16:53
TXN0005707,0.073,0,,fraud-model-v2.3,2025-03-17 04:54:14
TXN0010929,0.216,0,,fraud-model-v2.3,2025-01-15 18:24:40
TXN0003208,0.029,0,,fraud-model-v2.3,2025-04-16 03:56:28
TXN0004631,0.112,0,,fraud-model-v2.3,2025-05-04 15:30:26
TXN0000512,0.059,0,,fraud-model-v2.3,2025-03-21 11:01:55
TXN0007730,0.089,0,,fraud-model-v2.3,2025-01-04 20:46:45
TXN0006176,0.023,0,,fraud-model-v2.3,2025-02-01 06:15:57
TXN0008655,0.063,0,,fraud-model-v2.3,2025-03-03 17:02:44
TXN0001974,0.115,0,,fraud-model-v2.3,2025-05-31 03:21:55
TXN0003523,0.075,0,,fraud-model-v2.3,2025-03-01 03:33:48
TXN0001420,0.083,0,,fraud-model-v2.3,2025-03-05 04:27:06
TXN0009520,0.085,0,,fraud-model-v2.3,2025-01-05 19:18:23
TXN0004278,0.092,0,,fraud-model-v2.3,2025-02-11 00:48:48
TXN0011721,0.047,0,,fraud-model-v2.3,2025-04-19 08:14:32
TXN0004434,0.107,0,,fraud-model-v2.3,2025-03-30 17:16:25
TXN0009991,0.017,0,,fraud-model-v2.3,2025-06-16 16:41:33
TXN0005747,0.29,0,,fraud-model-v2.3,2025-06-28 10:09:28
TXN0008797,0.128,0,,fraud-model-v2.3,2025-06-13 17:51:53
TXN0005868,0.058,0,,fraud-model-v2.3,2025-01-12 21:34:25
TXN0001850,0.059,0,,fraud-model-v2.3,2025-03-24 08:29:27
TXN0008241,0.069,0,,fraud-model-v2.3,2025-04-04 05:09:07
TXN0004253,0.123,0,,fraud-model-v2.3,2025-01-19 20:47:33
TXN0008308,0.13,0,,fraud-model-v2.3,2025-03-13 01:32:05
TXN0001442,0.083,0,,fraud-model-v2.3,2025-05-02 09:44:09
TXN0010730,0.049,0,,fraud-model-v2.3,2025-02-18 21:02:21
TXN0002287,0.089,0,,fraud-model-v2.3,2025-01-22 10:15:40
TXN0011880,0.067,0,,fraud-model-v2.3,2025-05-30 22:45:34
TXN0011198,0.024,0,,fraud-model-v2.3,2025-03-09 00:04:09
TXN0010551,0.022,0,,fraud-model-v2.3,2025-06-15 03:24:21
TXN0011163,0.103,0,,fraud-model-v2.3,2025-03-25 05:12:58
TXN0003801,0.029,0,,fraud-model-v2.3,2025-03-14 02:43:50
TXN0007498,0.058,0,,fraud-model-v2.3,2025-05-18 16:21:09
TXN0007437,0.178,0,,fraud-model-v2.3,2025-03-31 20:40:27
TXN0003521,0.269,0,,fraud-model-v2.3,2025-04-08 16:53:42
TXN0004720,0.037,0,,fraud-model-v2.3,2025-02-06 03:08:40
TXN0005721,0.09,0,,fraud-model-v2.3,2025-06-02 15:44:41
TXN0004203,0.125,0,,fraud-model-v2.3,2025-03-24 00:49:36
TXN0009607,0.104,0,,fraud-model-v2.3,2025-03-14 22:36:37
TXN0007664,0.221,0,,fraud-model-v2.3,2025-06-27 02:28:00
TXN0006416,0.062,0,,fraud-model-v2.3,2025-01-31 03:17:51
TXN0002842,0.07,0,,fraud-model-v2.3,2025-05-12 15:15:30
TXN0007600,0.117,0,,fraud-model-v2.3,2025-06-27 22:14:10
TXN0001475,0.083,0,,fraud-model-v2.3,2025-02-26 03:53:18
TXN0003785,0.054,0,,fraud-model-v2.3,2025-03-27 12:36:20
TXN0002988,0.086,0,,fraud-model-v2.3,2025-02-13 21:42:42
TXN0004531,0.131,0,,fraud-model-v2.3,2025-01-25 20:18:57
TXN0011803,0.107,0,,fraud-model-v2.3,2025-04-04 01:09:41
TXN0005778,0.075,0,,fraud-model-v2.3,2025-01-26 17:19:42
TXN0003047,0.266,0,,fraud-model-v2.3,2025-02-07 11:09:27
TXN0004739,0.146,0,,fraud-model-v2.3,2025-01-13 13:21:26
TXN0000297,0.094,0,,fraud-model-v2.3,2025-02-03 13:24:17
TXN0000925,0.077,0,,fraud-model-v2.3,2025-05-12 05:32:24
TXN0009825,0.105,0,,fraud-model-v2.3,2025-06-15 06:20:31
TXN0007225,0.032,0,,fraud-model-v2.3,2025-05-01 09:50:36
TXN0008311,0.125,0,,fraud-model-v2.3,2025-02-15 14:40:37
TXN0003485,0.058,0,,fraud-model-v2.3,2025-04-09 15:10:32
TXN0009815,0.109,0,,fraud-model-v2.3,2025-01-20 04:52:41
TXN0006473,0.134,0,,fraud-model-v2.3,2025-06-27 00:37:15
TXN0007758,0.07,0,,fraud-model-v2.3,2025-01-21 08:15:15
TXN0003021,0.039,0,,fraud-model-v2.3,2025-03-24 18:45:09
TXN0006142,0.159,0,,fraud-model-v2.3,2025-05-02 13:36:32
TXN0007851,0.094,0,,fraud-model-v2.3,2025-02-07 04:51:41
TXN0005283,0.123,0,,fraud-model-v2.3,2025-04-09 07:30:28
TXN0005036,0.057,0,,fraud-model-v2.3,2025-03-29 12:52:10
TXN0000285,0.205,0,,fraud-model-v2.3,2025-06-01 15:35:48
TXN0002089,0.097,0,,fraud-model-v2.3,2025-06-12 12:36:42
TXN0009004,0.009,0,,fraud-model-v2.3,2025-05-02 22:28:14
TXN0008138,0.096,0,,fraud-model-v2.3,2025-03-21 11:22:28
TXN0011035,0.022,0,,fraud-model-v2.3,2025-01-13 04:32:43
TXN0007298,0.109,0,,fraud-model-v2.3,2025-01-03 15:11:30
TXN0004746,0.113,0,,fraud-model-v2.3,2025-05-19 13:43:10
TXN0008633,0.088,0,,fraud-model-v2.3,2025-02-09 10:49:28
TXN0005180,0.052,0,,fraud-model-v2.3,2025-02-23 06:01:54
TXN0009765,0.17,0,,fraud-model-v2.3,2025-06-17 02:36:04
TXN0007850,0.091,0,,fraud-model-v2.3,2025-04-19 08:18:14
TXN0011543,0.045,0,,fraud-model-v2.3,2025-04-23 08:45:05
TXN0009478,0.023,0,,fraud-model-v2.3,2025-03-30 07:01:11
TXN0001468,0.22,0,,fraud-model-v2.3,2025-02-17 14:56:29
TXN0002375,0.052,0,,fraud-model-v2.3,2025-02-23 00:22:24
TXN0009631,0.021,0,,fraud-model-v2.3,2025-02-26 05:13:59
TXN0010822,0.024,0,,fraud-model-v2.3,2025-04-29 05:10:36
TXN0009824,0.027,0,,fraud-model-v2.3,2025-06-13 04:28:34
TXN0008873,0.083,0,,fraud-model-v2.3,2025-02-15 01:13:15
TXN0001306,0.178,0,,fraud-model-v2.3,2025-03-04 16:29:16
TXN0010557,0.115,0,,fraud-model-v2.3,2025-02-17 09:21:39
TXN0008837,0.1,0,,fraud-model-v2.3,2025-01-05 16:15:10
TXN0010798,0.035,0,,fraud-model-v2.3,2025-04-29 05:23:03
TXN0010668,0.047,0,,fraud-model-v2.3,2025-03-06 23:41:51
TXN0006428,0.092,0,,fraud-model-v2.3,2025-02-21 19:20:44
TXN0004248,0.17,0,,fraud-model-v2.3,2025-05-12 16:45:25
TXN0002537,0.129,0,,fraud-model-v2.3,2025-01-08 10:24:38
TXN0001487,0.022,0,,fraud-model-v2.3,2025-04-28 06:01:27
TXN0004914,0.273,0,,fraud-model-v2.3,2025-04-01 00:09:27
TXN0002458,0.075,0,,fraud-model-v2.3,2025-01-29 14:59:40
TXN0009628,0.086,0,,fraud-model-v2.3,2025-04-25 11:59:09
TXN0010389,0.066,0,,fraud-model-v2.3,2025-04-06 19:31:44
TXN0007945,0.113,0,,fraud-model-v2.3,2025-02-06 12:10:31
TXN0000923,0.061,0,,fraud-model-v2.3,2025-06-12 09:40:15
TXN0000064,0.074,0,,fraud-model-v2.3,2025-05-06 19:45:37
TXN0001516,0.143,0,,fraud-model-v2.3,2025-03-02 19:58:01
TXN0009561,0.058,0,,fraud-model-v2.3,2025-05-16 17:53:30
TXN0006978,0.022,0,,fraud-model-v2.3,2025-05-03 17:57:00
TXN0005896,0.057,0,,fraud-model-v2.3,2025-05-24 02:42:38
TXN0002513,0.088,0,,fraud-model-v2.3,2025-05-19 08:30:14
TXN0010326,0.053,0,,fraud-model-v2.3,2025-01-02 15:02:09
TXN0011430,0.067,0,,fraud-model-v2.3,2025-05-13 12:26:32
TXN0010117,0.141,0,,fraud-model-v2.3,2025-05-15 15:36:26
TXN0004567,0.093,0,,fraud-model-v2.3,2025-03-05 19:34:03
TXN0004842,0.005,0,,fraud-model-v2.3,2025-05-13 02:54:55
TXN0004869,0.088,0,,fraud-model-v2.3,2025-05-29 21:33:14
TXN0007910,0.105,0,,fraud-model-v2.3,2025-03-12 13:01:56
TXN0006316,0.205,0,,fraud-model-v2.3,2025-06-27 11:03:53
TXN0004231,0.161,0,,fraud-model-v2.3,2025-04-21 12:07:29
TXN0000945,0.249,0,,fraud-model-v2.3,2025-03-24 07:44:39
TXN0010457,0.037,0,,fraud-model-v2.3,2025-01-28 01:04:17
TXN0011223,0.036,0,,fraud-model-v2.3,2025-03-28 13:41:11
TXN0011786,0.081,0,,fraud-model-v2.3,2025-04-27 11:46:14
TXN0000461,0.069,0,,fraud-model-v2.3,2025-05-26 10:25:26
TXN0008195,0.2,0,,fraud-model-v2.3,2025-05-11 23:18:39
TXN0002754,0.083,0,,fraud-model-v2.3,2025-02-09 00:28:15
TXN0004306,0.069,0,,fraud-model-v2.3,2025-03-04 16:01:27
TXN0007355,0.031,0,,fraud-model-v2.3,2025-02-04 04:17:00
TXN0005960,0.026,0,,fraud-model-v2.3,2025-06-16 09:39:29
TXN0009251,0.088,0,,fraud-model-v2.3,2025-06-27 09:48:38
TXN0004894,0.105,0,,fraud-model-v2.3,2025-04-16 22:37:37
TXN0006756,0.211,0,,fraud-model-v2.3,2025-04-30 02:40:58
TXN0003715,0.016,0,,fraud-model-v2.3,2025-03-10 07:31:07
TXN0003779,0.059,0,,fraud-model-v2.3,2025-01-02 17:21:36
TXN0001847,0.073,0,,fraud-model-v2.3,2025-03-13 03:51:04
TXN0006653,0.13,0,,fraud-model-v2.3,2025-04-19 16:23:38
TXN0007346,0.056,0,,fraud-model-v2.3,2025-04-28 07:55:06
TXN0001218,0.034,0,,fraud-model-v2.3,2025-04-16 02:57:34
TXN0009992,0.083,0,,fraud-model-v2.3,2025-03-18 22:30:06
TXN0008213,0.007,0,,fraud-model-v2.3,2025-01-23 18:32:32
TXN0000071,0.185,0,,fraud-model-v2.3,2025-05-24 04:32:11
TXN0008970,0.071,0,,fraud-model-v2.3,2025-04-12 23:36:10
TXN0005326,0.296,0,,fraud-model-v2.3,2025-04-14 00:26:26
TXN0010979,0.053,0,,fraud-model-v2.3,2025-02-03 22:20:26
TXN0004767,0.082,0,,fraud-model-v2.3,2025-01-19 14:46:15
TXN0005322,0.108,0,,fraud-model-v2.3,2025-05-25 23:38:39
TXN0011886,0.083,0,,fraud-model-v2.3,2025-04-05 17:19:49
TXN0008664,0.048,0,,fraud-model-v2.3,2025-06-16 23:45:12
TXN0009678,0.036,0,,fraud-model-v2.3,2025-05-09 19:00:30
TXN0006337,0.027,0,,fraud-model-v2.3,2025-04-02 19:53:11
TXN0003204,0.074,0,,fraud-model-v2.3,2025-05-06 13:40:35
TXN0008803,0.011,0,,fraud-model-v2.3,2025-06-21 07:42:34
TXN0010459,0.021,0,,fraud-model-v2.3,2025-06-10 01:53:35
TXN0000051,0.061,0,,fraud-model-v2.3,2025-03-17 22:51:16
TXN0002044,0.13,0,,fraud-model-v2.3,2025-05-15 13:46:49
TXN0008003,0.072,0,,fraud-model-v2.3,2025-02-10 08:06:03
TXN0011263,0.068,0,,fraud-model-v2.3,2025-03-10 10:18:47
TXN0011900,0.016,0,,fraud-model-v2.3,2025-03-31 17:12:07
TXN0008516,0.052,0,,fraud-model-v2.3,2025-05-31 18:49:07
TXN0008116,0.053,0,,fraud-model-v2.3,2025-01-06 11:19:07
TXN0006826,0.087,0,,fraud-model-v2.3,2025-05-29 09:16:56
TXN0006459,0.028,0,,fraud-model-v2.3,2025-02-09 05:25:30
TXN0007289,0.067,0,,fraud-model-v2.3,2025-01-05 07:07:22
TXN0009576,0.083,0,,fraud-model-v2.3,2025-03-22 16:55:26
TXN0007547,0.116,0,,fraud-model-v2.3,2025-01-07 12:03:30
TXN0007214,0.097,0,,fraud-model-v2.3,2025-06-25 08:43:27
TXN0010263,0.041,0,,fraud-model-v2.3,2025-02-12 20:24:03
TXN0003013,0.061,0,,fraud-model-v2.3,2025-06-17 19:19:06
TXN0011572,0.113,0,,fraud-model-v2.3,2025-03-18 04:16:05
TXN0011865,0.104,0,,fraud-model-v2.3,2025-01-30 15:15:32
TXN0009313,0.09,0,,fraud-model-v2.3,2025-02-09 19:32:44
TXN0002082,0.022,0,,fraud-model-v2.3,2025-02-11 05:52:42
TXN0002637,0.077,0,,fraud-model-v2.3,2025-05-30 23:43:00
TXN0001713,0.037,0,,fraud-model-v2.3,2025-06-19 06:53:05
TXN0004053,0.382,1,VELOCITY_CHECK,fraud-model-v2.3,2025-01-28 20:02:09
TXN0008439,0.217,0,,fraud-model-v2.3,2025-01-02 23:38:37
TXN0004615,0.116,0,,fraud-model-v2.3,2025-05-21 02:43:29
TXN0002950,0.163,0,,fraud-model-v2.3,2025-06-14 03:12:04
TXN0000106,0.05,0,,fraud-model-v2.3,2025-05-31 12:22:05
TXN0006565,0.085,0,,fraud-model-v2.3,2025-02-23 12:09:39
TXN0000429,0.026,0,,fraud-model-v2.3,2025-01-08 06:40:43
TXN0000592,0.187,0,,fraud-model-v2.3,2025-01-13 07:10:47
TXN0008415,0.103,0,,fraud-model-v2.3,2025-02-11 10:04:22
TXN0007949,0.059,0,,fraud-model-v2.3,2025-04-25 08:15:59
TXN0001734,0.086,0,,fraud-model-v2.3,2025-01-29 17:28:30
TXN0011485,0.147,0,,fraud-model-v2.3,2025-06-11 13:14:38
TXN0003181,0.085,0,,fraud-model-v2.3,2025-04-02 05:17:56
TXN0001126,0.046,0,,fraud-model-v2.3,2025-03-14 19:58:15
TXN0011118,0.064,0,,fraud-model-v2.3,2025-05-28 13:31:44
TXN0006766,0.081,0,,fraud-model-v2.3,2025-03-24 13:25:27
TXN0010603,0.082,0,,fraud-model-v2.3,2025-02-12 01:53:36
TXN0011291,0.039,0,,fraud-model-v2.3,2025-04-22 01:20:12
TXN0000951,0.051,0,,fraud-model-v2.3,2025-04-18 20:04:30
TXN0001133,0.068,0,,fraud-model-v2.3,2025-01-02 06:37:22
TXN0009153,0.116,0,,fraud-model-v2.3,2025-05-26 02:02:59
TXN0011003,0.218,0,,fraud-model-v2.3,2025-05-31 15:38:16
TXN0000255,0.124,0,,fraud-model-v2.3,2025-01-12 15:11:33
TXN0006438,0.042,0,,fraud-model-v2.3,2025-02-01 11:27:43
TXN0009747,0.02,0,,fraud-model-v2.3,2025-05-15 04:56:44
TXN0003286,0.086,0,,fraud-model-v2.3,2025-03-08 09:59:44
TXN0010817,0.025,0,,fraud-model-v2.3,2025-06-09 11:02:44
TXN0008501,0.032,0,,fraud-model-v2.3,2025-03-11 13:06:18
TXN0002444,0.161,0,,fraud-model-v2.3,2025-06-04 09:46:46
TXN0003407,0.187,0,,fraud-model-v2.3,2025-03-25 09:08:00
TXN0002606,0.122,0,,fraud-model-v2.3,2025-02-16 13:07:20
TXN0008033,0.11,0,,fraud-model-v2.3,2025-04-16 17:52:08
TXN0004365,0.05,0,,fraud-model-v2.3,2025-05-07 05:12:19
TXN0011814,0.021,0,,fraud-model-v2.3,2025-06-21 17:11:51
TXN0004952,0.191,0,,fraud-model-v2.3,2025-01-31 17:38:38
TXN0010755,0.054,0,,fraud-model-v2.3,2025-06-20 19:03:26
TXN0009538,0.131,0,,fraud-model-v2.3,2025-02-14 00:17:34
TXN0005521,0.006,0,,fraud-model-v2.3,2025-01-14 03:49:15
TXN0010721,0.034,0,,fraud-model-v2.3,2025-05-03 05:03:10
TXN0009895,0.046,0,,fraud-model-v2.3,2025-02-07 17:17:27
TXN0010762,0.092,0,,fraud-model-v2.3,2025-02-26 08:27:31
TXN0001977,0.024,0,,fraud-model-v2.3,2025-03-24 02:43:59
TXN0004110,0.008,0,,fraud-model-v2.3,2025-04-20 22:41:22
TXN0007477,0.043,0,,fraud-model-v2.3,2025-04-20 17:22:18
TXN0004415,0.183,0,,fraud-model-v2.3,2025-02-11 09:40:25
TXN0005658,0.088,0,,fraud-model-v2.3,2025-02-19 08:24:53
TXN0002854,0.068,0,,fraud-model-v2.3,2025-05-23 18:54:19
TXN0006914,0.222,0,,fraud-model-v2.3,2025-06-27 20:56:04
TXN0008848,0.096,0,,fraud-model-v2.3,2025-05-12 07:12:21
TXN0010858,0.131,0,,fraud-model-v2.3,2025-03-13 10:44:59
TXN0002924,0.091,0,,fraud-model-v2.3,2025-03-20 23:48:20
TXN0011401,0.06,0,,fraud-model-v2.3,2025-04-29 07:12:05
TXN0011994,0.085,0,,fraud-model-v2.3,2025-05-22 19:59:23
TXN0009224,0.006,0,,fraud-model-v2.3,2025-05-01 18:32:26
TXN0010336,0.084,0,,fraud-model-v2.3,2025-04-09 20:33:20
TXN0005861,0.241,0,,fraud-model-v2.3,2025-01-06 05:22:05
TXN0002406,0.053,0,,fraud-model-v2.3,2025-02-07 06:10:15
TXN0006574,0.24,0,,fraud-model-v2.3,2025-02-08 15:17:38
TXN0002134,0.092,0,,fraud-model-v2.3,2025-03-22 19:56:02
TXN0006413,0.049,0,,fraud-model-v2.3,2025-06-29 18:33:26
TXN0011650,0.165,0,,fraud-model-v2.3,2025-03-12 06:37:12
TXN0011532,0.183,0,,fraud-model-v2.3,2025-04-15 09:52:20
TXN0001634,0.032,0,,fraud-model-v2.3,2025-03-22 02:50:10
TXN0010920,0.083,0,,fraud-model-v2.3,2025-03-28 15:08:32
TXN0004230,0.068,0,,fraud-model-v2.3,2025-06-28 09:49:25
TXN0002016,0.024,0,,fraud-model-v2.3,2025-03-29 16:05:52
TXN0006849,0.123,0,,fraud-model-v2.3,2025-02-24 03:33:29
TXN0002918,0.211,0,,fraud-model-v2.3,2025-04-28 11:15:03
TXN0005496,0.052,0,,fraud-model-v2.3,2025-05-26 22:53:44
TXN0002709,0.169,0,,fraud-model-v2.3,2025-03-01 09:21:17
TXN0000894,0.071,0,,fraud-model-v2.3,2025-03-09 11:24:37
TXN0005316,0.012,0,,fraud-model-v2.3,2025-05-09 03:12:53
TXN0005596,0.193,0,,fraud-model-v2.3,2025-06-10 01:03:39
TXN0007286,0.11,0,,fraud-model-v2.3,2025-03-25 16:12:49
TXN0000529,0.091,0,,fraud-model-v2.3,2025-05-02 16:36:29
TXN0001053,0.093,0,,fraud-model-v2.3,2025-02-08 14:11:07
TXN0002929,0.096,0,,fraud-model-v2.3,2025-02-13 03:41:02
TXN0004593,0.125,0,,fraud-model-v2.3,2025-01-25 12:37:29
TXN0008208,0.066,0,,fraud-model-v2.3,2025-03-18 07:41:33
TXN0008783,0.127,0,,fraud-model-v2.3,2025-04-04 12:57:25
TXN0001377,0.123,0,,fraud-model-v2.3,2025-01-23 05:30:16
TXN0005120,0.028,0,,fraud-model-v2.3,2025-05-05 23:32:29
TXN0000272,0.012,0,,fraud-model-v2.3,2025-03-01 20:50:55
TXN0005632,0.036,0,,fraud-model-v2.3,2025-01-02 10:43:55
TXN0001365,0.008,0,,fraud-model-v2.3,2025-03-17 06:18:25
TXN0009245,0.114,0,,fraud-model-v2.3,2025-01-25 03:23:20
TXN0005954,0.059,0,,fraud-model-v2.3,2025-02-05 21:07:10
TXN0000026,0.122,0,,fraud-model-v2.3,2025-05-13 09:00:41
TXN0004944,0.008,0,,fraud-model-v2.3,2025-02-11 08:44:07
TXN0000111,0.036,0,,fraud-model-v2.3,2025-03-29 07:54:48
TXN0005260,0.049,0,,fraud-model-v2.3,2025-05-09 11:14:28
TXN0007717,0.098,0,,fraud-model-v2.3,2025-01-09 19:56:25
TXN0011563,0.139,0,,fraud-model-v2.3,2025-06-07 12:06:53
TXN0005066,0.045,0,,fraud-model-v2.3,2025-04-29 18:27:21
TXN0004056,0.028,0,,fraud-model-v2.3,2025-03-24 14:32:04
TXN0001129,0.207,0,,fraud-model-v2.3,2025-03-28 21:30:43
TXN0001529,0.122,0,,fraud-model-v2.3,2025-06-23 23:42:36
TXN0005269,0.052,0,,fraud-model-v2.3,2025-05-27 04:54:45
TXN0010599,0.12,0,,fraud-model-v2.3,2025-02-22 05:37:16
TXN0004454,0.057,0,,fraud-model-v2.3,2025-06-10 01:38:05
TXN0007398,0.034,0,,fraud-model-v2.3,2025-02-10 23:40:47
TXN0008934,0.009,0,,fraud-model-v2.3,2025-02-17 01:09:45
TXN0010830,0.053,0,,fraud-model-v2.3,2025-06-05 20:14:32
TXN0010385,0.084,0,,fraud-model-v2.3,2025-05-22 23:09:28
TXN0003288,0.019,0,,fraud-model-v2.3,2025-03-23 09:12:19
TXN0002057,0.164,0,,fraud-model-v2.3,2025-01-18 09:49:19
TXN0001453,0.067,0,,fraud-model-v2.3,2025-06-17 00:37:37
TXN0005117,0.075,0,,fraud-model-v2.3,2025-04-17 19:48:22
TXN0010819,0.024,0,,fraud-model-v2.3,2025-05-28 09:48:15
TXN0003539,0.086,0,,fraud-model-v2.3,2025-02-03 23:20:41
TXN0006692,0.109,0,,fraud-model-v2.3,2025-02-28 05:39:04
TXN0005486,0.202,0,,fraud-model-v2.3,2025-03-31 18:59:43
TXN0001761,0.186,0,,fraud-model-v2.3,2025-03-13 18:36:04
TXN0002301,0.003,0,,fraud-model-v2.3,2025-06-24 19:43:23
TXN0008441,0.088,0,,fraud-model-v2.3,2025-06-08 01:45:53
TXN0005272,0.115,0,,fraud-model-v2.3,2025-03-15 18:48:07
TXN0005115,0.117,0,,fraud-model-v2.3,2025-04-18 07:16:11
TXN0005466,0.044,0,,fraud-model-v2.3,2025-02-02 08:36:53
TXN0010845,0.136,0,,fraud-model-v2.3,2025-06-14 07:59:44
TXN0004239,0.297,0,,fraud-model-v2.3,2025-06-04 02:41:18
TXN0011788,0.058,0,,fraud-model-v2.3,2025-01-20 01:28:39
TXN0007201,0.154,0,,fraud-model-v2.3,2025-02-12 12:46:01
TXN0011577,0.009,0,,fraud-model-v2.3,2025-01-16 06:15:46
TXN0008657,0.138,0,,fraud-model-v2.3,2025-01-20 11:45:36
TXN0009708,0.071,0,,fraud-model-v2.3,2025-04-20 06:32:10
TXN0004252,0.024,0,,fraud-model-v2.3,2025-04-27 07:56:13
TXN0002972,0.018,0,,fraud-model-v2.3,2025-06-11 12:08:03
TXN0002930,0.031,0,,fraud-model-v2.3,2025-06-01 23:48:36
TXN0005321,0.026,0,,fraud-model-v2.3,2025-01-29 14:54:58
TXN0000882,0.071,0,,fraud-model-v2.3,2025-06-15 04:00:30
TXN0009338,0.165,0,,fraud-model-v2.3,2025-03-19 09:37:11
TXN0006348,0.139,0,,fraud-model-v2.3,2025-04-15 15:33:02
TXN0008708,0.112,0,,fraud-model-v2.3,2025-03-18 14:08:19
TXN0000037,0.14,0,,fraud-model-v2.3,2025-04-09 09:02:50
TXN0010637,0.075,0,,fraud-model-v2.3,2025-04-10 07:11:04
TXN0009703,0.087,0,,fraud-model-v2.3,2025-05-01 17:59:38
TXN0000561,0.099,0,,fraud-model-v2.3,2025-01-01 12:46:04
TXN0001145,0.279,0,,fraud-model-v2.3,2025-06-09 03:16:08
TXN0000249,0.125,0,,fraud-model-v2.3,2025-01-05 15:30:34
TXN0008566,0.118,0,,fraud-model-v2.3,2025-06-21 01:41:56
TXN0007630,0.1,0,,fraud-model-v2.3,2025-05-03 04:42:53
TXN0007042,0.115,0,,fraud-model-v2.3,2025-03-16 07:12:11
TXN0006749,0.123,0,,fraud-model-v2.3,2025-01-10 13:08:35
TXN0003906,0.029,0,,fraud-model-v2.3,2025-03-03 15:48:52
TXN0000946,0.01,0,,fraud-model-v2.3,2025-05-17 01:34:38
TXN0006068,0.051,0,,fraud-model-v2.3,2025-05-02 15:08:06
TXN0007054,0.104,0,,fraud-model-v2.3,2025-01-21 19:22:34
TXN0008314,0.119,0,,fraud-model-v2.3,2025-03-03 17:18:05
TXN0000601,0.025,0,,fraud-model-v2.3,2025-06-23 05:19:06
TXN0009918,0.09,0,,fraud-model-v2.3,2025-01-05 09:13:30
TXN0001164,0.017,0,,fraud-model-v2.3,2025-04-08 10:43:06
TXN0011917,0.127,0,,fraud-model-v2.3,2025-03-21 11:06:37
TXN0004371,0.055,0,,fraud-model-v2.3,2025-03-05 23:39:35
TXN0008863,0.019,0,,fraud-model-v2.3,2025-05-14 09:32:37
TXN0010118,0.103,0,,fraud-model-v2.3,2025-03-03 11:44:40
TXN0004256,0.057,0,,fraud-model-v2.3,2025-04-25 03:56:14
TXN0002750,0.053,0,,fraud-model-v2.3,2025-03-14 18:01:31
TXN0005963,0.11,0,,fraud-model-v2.3,2025-04-11 03:11:55
TXN0002342,0.146,0,,fraud-model-v2.3,2025-01-11 01:51:05
TXN0009435,0.067,0,,fraud-model-v2.3,2025-01-24 02:52:57
TXN0011233,0.213,0,,fraud-model-v2.3,2025-02-04 12:53:24
TXN0005229,0.045,0,,fraud-model-v2.3,2025-05-27 08:32:46
TXN0006721,0.353,1,VELOCITY_CHECK,fraud-model-v2.3,2025-02-22 14:23:07
TXN0007001,0.084,0,,fraud-model-v2.3,2025-03-03 04:00:13
TXN0010376,0.133,0,,fraud-model-v2.3,2025-01-11 21:24:24
TXN0011613,0.206,0,,fraud-model-v2.3,2025-05-10 23:13:36
TXN0011771,0.042,0,,fraud-model-v2.3,2025-02-16 02:38:13
TXN0004394,0.151,0,,fraud-model-v2.3,2025-03-25 10:50:37
TXN0007279,0.096,0,,fraud-model-v2.3,2025-04-07 23:21:28
TXN0009101,0.023,0,,fraud-model-v2.3,2025-04-26 08:18:44
TXN0006623,0.12,0,,fraud-model-v2.3,2025-06-13 07:28:34
TXN0005099,0.016,0,,fraud-model-v2.3,2025-02-27 09:45:19
