settlement_id,merchant_id,batch_date,total_transactions,total_amount,settled_amount,settlement_status
SET000849,MER0034,2025-01-12,2,1831.84,1805.08,VARIANCE
SET000850,MER0034,2025-01-19,1,1249.52,1240.12,VARIANCE
SET000851,MER0034,2025-01-26,3,3910.13,3797.27,VARIANCE
SET000852,MER0034,2025-02-02,0,0.0,0.0,MATCHED
SET000853,MER0034,2025-02-09,5,3075.42,2994.56,VARIANCE
SET000854,MER0034,2025-02-16,6,4449.54,4366.51,VARIANCE
SET000855,MER0034,2025-02-23,4,1641.81,1600.68,VARIANCE
SET000856,MER0034,2025-03-02,4,1258.37,1223.68,VARIANCE
SET000857,MER0034,2025-03-09,7,3845.88,3792.21,VARIANCE
SET000858,MER0034,2025-03-16,3,732.59,717.19,VARIANCE
SET000859,MER0034,2025-03-23,2,1697.27,1692.74,VARIANCE
SET000860,MER0034,2025-03-30,2,1925.27,1919.72,VARIANCE
SET000861,MER0034,2025-04-06,5,5317.07,5273.4,VARIANCE
SET000862,MER0034,2025-04-13,2,4128.21,4067.73,VARIANCE
SET000863,MER0034,2025-04-20,3,2381.29,2356.05,VARIANCE
SET000864,MER0034,2025-04-27,1,2759.24,2703.99,VARIANCE
SET000865,MER0034,2025-05-04,0,0.0,0.0,MATCHED
SET000866,MER0034,2025-05-11,1,1214.39,1197.91,VARIANCE
SET000867,MER0034,2025-05-18,3,2774.84,2726.65,VARIANCE
SET000868,MER0034,2025-05-25,0,0.0,0.0,MATCHED
SET000869,MER0034,2025-06-01,5,5053.44,5031.0,VARIANCE
SET000870,MER0034,2025-06-08,1,818.53,818.26,MATCHED
SET000871,MER0034,2025-06-15,5,5863.87,5817.41,VARIANCE
SET000872,MER0034,2025-06-22,4,6032.47,6006.86,VARIANCE
SET000873,MER0034,2025-06-29,6,3242.89,3175.29,VARIANCE
SET000874,MER0035,2025-01-05,3,1052.9,1023.66,VARIANCE
SET000875,MER0035,2025-01-12,5,2099.98,2051.01,VARIANCE
SET000876,MER0035,2025-01-19,2,1531.86,1508.88,VARIANCE
SET000877,MER0035,2025-01-26,2,2072.09,2057.46,VARIANCE
SET000878,MER0035,2025-02-02,5,6522.82,6470.76,VARIANCE
SET000879,MER0035,2025-02-09,4,4495.6,4484.14,VARIANCE
SET000880,MER0035,2025-02-16,5,5850.63,5811.83,VARIANCE
SET000881,MER0035,2025-02-23,1,414.13,405.42,VARIANCE
SET000882,MER0035,2025-03-02,6,3493.97,3394.94,VARIANCE
SET000883,MER0035,2025-03-09,4,47.4,46.66,MATCHED
SET000884,MER0035,2025-03-16,2,2185.94,2141.99,VARIANCE
SET000885,MER0035,2025-03-23,4,1973.39,1965.68,VARIANCE
SET000886,MER0035,2025-03-30,0,0.0,0.0,MATCHED
SET000887,MER0035,2025-04-06,3,3731.38,3679.69,VARIANCE
SET000888,MER0035,2025-04-13,0,0.0,0.0,MATCHED
SET000889,MER0035,2025-04-20,3,1656.13,1642.56,VARIANCE
SET000890,MER0035,2025-04-27,0,0.0,0.0,MATCHED
SET000891,MER0035,2025-05-04,4,3634.03,3573.2,VARIANCE
SET000892,MER0035,2025-05-11,1,310.59,310.15,MATCHED
SET000893,MER0035,2025-05-18,2,805.15,800.26,VARIANCE
SET000894,MER0035,2025-05-25,3,2415.42,2384.35,VARIANCE
SET000895,MER0035,2025-06-01,2,2523.63,2522.64,MATCHED
SET000896,MER0035,2025-06-08,1,108.75,105.97,VARIANCE
SET000897,MER0035,2025-06-15,6,4275.23,4245.65,VARIANCE
SET000898,MER0035,2025-06-22,2,1180.88,1164.94,VARIANCE
SET000899,MER0035,2025-06-29,1,635.58,622.64,VARIANCE
SET000900,MER0036,2025-01-05,2,836.48,814.57,VARIANCE
SET000901,MER0036,2025-01-12,2,297.57,293.83,VARIANCE
SET000902,MER0036,2025-01-19,2,183.59,182.87,MATCHED
SET000903,MER0036,2025-01-26,8,4660.13,4544.9,VARIANCE
SET000904,MER0036,2025-02-02,3,2762.85,2754.43,VARIANCE
SET000905,MER0036,2025-02-09,4,3199.71,3198.45,VARIANCE
SET000906,MER0036,2025-02-16,2,578.03,564.05,VARIANCE
SET000907,MER0036,2025-02-23,4,2807.0,2769.31,VARIANCE
SET000908,MER0036,2025-03-02,6,7210.26,7098.89,VARIANCE
SET000909,MER0036,2025-03-09,4,3346.54,3279.84,VARIANCE
SET000910,MER0036,2025-03-16,7,10926.11,10637.49,VARIANCE
SET000911,MER0036,2025-03-23,2,1147.93,1122.7,VARIANCE
SET000912,MER0036,2025-03-30,3,800.74,799.34,VARIANCE
SET000913,MER0036,2025-04-06,2,654.21,651.07,VARIANCE
SET000914,MER0036,2025-04-13,1,675.94,674.95,MATCHED
SET000915,MER0036,2025-04-20,3,1139.79,1122.64,VARIANCE
SET000916,MER0036,2025-04-27,4,2189.97,2157.07,VARIANCE
SET000917,MER0036,2025-05-04,3,919.96,894.06,VARIANCE
SET000918,MER0036,2025-05-11,2,497.92,489.36,VARIANCE
SET000919,MER0036,2025-05-18,3,2782.77,2747.84,VARIANCE
SET000920,MER0036,2025-05-25,2,2804.45,2803.89,MATCHED
SET000921,MER0036,2025-06-01,2,700.23,680.57,VARIANCE
SET000922,MER0036,2025-06-08,4,2728.3,2700.2,VARIANCE
SET000923,MER0036,2025-06-15,5,4652.84,4519.79,VARIANCE
SET000924,MER0036,2025-06-22,4,3624.0,3620.94,VARIANCE
SET000925,MER0036,2025-06-29,5,12885.51,12577.01,VARIANCE
SET000926,MER0037,2025-01-05,6,4972.79,4927.12,VARIANCE
SET000927,MER0037,2025-01-12,2,629.02,622.12,VARIANCE
SET000928,MER0037,2025-01-19,3,1761.44,1719.47,VARIANCE
SET000929,MER0037,2025-01-26,1,97.51,95.94,VARIANCE
SET000930,MER0037,2025-02-02,2,1872.38,1839.97,VARIANCE
SET000931,MER0037,2025-02-09,2,1833.36,1788.19,VARIANCE
SET000932,MER0037,2025-02-16,5,5207.95,5113.62,VARIANCE
SET000933,MER0037,2025-02-23,0,0.0,0.0,MATCHED
SET000934,MER0037,2025-03-02,2,1539.13,1525.63,VARIANCE
SET000935,MER0037,2025-03-09,1,204.84,204.66,MATCHED
SET000936,MER0037,2025-03-16,4,3531.42,3482.88,VARIANCE
SET000937,MER0037,2025-03-23,2,1379.24,1354.39,VARIANCE
SET000938,MER0037,2025-03-30,4,2345.91,2311.72,VARIANCE
SET000939,MER0037,2025-04-06,3,1032.53,1006.02,VARIANCE
SET000940,MER0037,2025-04-13,3,2911.31,2888.51,VARIANCE
SET000941,MER0037,2025-04-20,2,800.65,793.23,VARIANCE
SET000942,MER0037,2025-04-27,2,653.09,635.53,VARIANCE
SET000943,MER0037,2025-05-04,3,998.5,979.86,VARIANCE
SET000944,MER0037,2025-05-11,0,0.0,0.0,MATCHED
SET000945,MER0037,2025-05-18,2,1083.87,1074.15,VARIANCE
SET000946,MER0037,2025-05-25,4,3370.12,3270.52,VARIANCE
SET000947,MER0037,2025-06-01,5,3478.97,3465.45,VARIANCE
SET000948,MER0037,2025-06-08,5,5455.97,5302.9,VARIANCE
SET000949,MER0037,2025-06-15,2,215.88,214.81,VARIANCE
SET000950,MER0037,2025-06-22,2,2283.21,2227.86,VARIANCE
SET000951,MER0037,2025-06-29,2,1994.51,1966.33,VARIANCE
SET000952,MER0038,2025-01-05,1,248.72,246.57,VARIANCE
SET000953,MER0038,2025-01-12,6,4032.87,4025.47,VARIANCE
SET000954,MER0038,2025-01-19,4,1056.56,1052.59,VARIANCE
SET000955,MER0038,2025-01-26,2,2896.89,2823.22,VARIANCE
SET000956,MER0038,2025-02-02,2,969.6,961.33,VARIANCE
SET000957,MER0038,2025-02-09,1,852.1,837.53,VARIANCE
SET000958,MER0038,2025-02-16,1,313.06,305.24,VARIANCE
SET000959,MER0038,2025-02-23,2,1216.6,1196.97,VARIANCE
SET000960,MER0038,2025-03-02,0,0.0,0.0,MATCHED
SET000961,MER0038,2025-03-09,4,2749.39,2668.5,VARIANCE
SET000962,MER0038,2025-03-16,2,795.94,788.75,VARIANCE
SET000963,MER0038,2025-03-23,2,822.92,811.62,VARIANCE
SET000964,MER0038,2025-03-30,3,1834.64,1828.16,VARIANCE
SET000965,MER0038,2025-04-06,4,3089.5,3040.86,VARIANCE
SET000966,MER0038,2025-04-13,1,62.89,61.47,VARIANCE
SET000967,MER0038,2025-04-20,3,1554.3,1547.36,VARIANCE
SET000968,MER0038,2025-04-27,8,7836.55,7626.92,VARIANCE
SET000969,MER0038,2025-05-04,1,518.66,513.82,VARIANCE
SET000970,MER0038,2025-05-11,2,845.33,827.42,VARIANCE
SET000971,MER0038,2025-05-18,0,0.0,0.0,MATCHED
SET000972,MER0038,2025-05-25,5,3072.78,2996.07,VARIANCE
SET000973,MER0038,2025-06-01,3,9015.3,8974.77,VARIANCE
SET000974,MER0038,2025-06-08,1,312.97,305.06,VARIANCE
SET000975,MER0038,2025-06-15,2,1703.22,1699.05,VARIANCE
SET000976,MER0038,2025-06-22,7,6454.31,6289.23,VARIANCE
SET000977,MER0038,2025-06-29,2,2457.81,2452.52,VARIANCE
SET000978,MER0039,2025-01-05,3,2097.51,2037.89,VARIANCE
SET000979,MER0039,2025-01-12,6,5385.35,5330.3,VARIANCE
SET000980,MER0039,2025-01-19,2,795.1,783.99,VARIANCE
SET000981,MER0039,2025-01-26,5,5569.2,5501.8,VARIANCE
SET000982,MER0039,2025-02-02,4,1940.31,1935.95,VARIANCE
SET000983,MER0039,2025-02-09,2,496.69,485.17,VARIANCE
SET000984,MER0039,2025-02-16,5,2750.0,2749.45,MATCHED
SET000985,MER0039,2025-02-23,2,267.66,264.21,VARIANCE
SET000986,MER0039,2025-03-02,5,2113.9,2101.78,VARIANCE
SET000987,MER0039,2025-03-09,2,501.24,489.97,VARIANCE
SET000988,MER0039,2025-03-16,3,3110.47,3110.21,MATCHED
SET000989,MER0039,2025-03-23,3,1711.05,1696.7,VARIANCE
SET000990,MER0039,2025-03-30,0,0.0,0.0,MATCHED
SET000991,MER0039,2025-04-06,2,1805.56,1763.17,VARIANCE
SET000992,MER0039,2025-04-13,0,0.0,0.0,MATCHED
SET000993,MER0039,2025-04-20,4,1551.88,1531.4,VARIANCE
SET000994,MER0039,2025-04-27,2,2049.24,2048.59,MATCHED
SET000995,MER0039,2025-05-04,1,645.52,643.27,VARIANCE
SET000996,MER0039,2025-05-11,4,2892.57,2870.77,VARIANCE
SET000997,MER0039,2025-05-18,3,2157.43,2139.43,VARIANCE
SET000998,MER0039,2025-05-25,1,3025.02,2949.51,VARIANCE
SET000999,MER0039,2025-06-01,3,3227.51,3211.05,VARIANCE
SET001000,MER0039,2025-06-08,0,0.0,0.0,MATCHED
SET001001,MER0039,2025-06-15,1,832.31,809.78,VARIANCE
SET001002,MER0039,2025-06-22,3,1958.76,1904.07,VARIANCE
SET001003,MER0039,2025-06-29,2,5319.58,5176.19,VARIANCE
SET001004,MER0040,2025-01-05,4,2337.94,2283.16,VARIANCE
SET001005,MER0040,2025-01-12,5,22072.55,21916.43,VARIANCE
SET001006,MER0040,2025-01-19,1,553.62,549.76,VARIANCE
SET001007,MER0040,2025-01-26,3,4495.91,4454.75,VARIANCE
SET001008,MER0040,2025-02-02,6,4353.73,4271.27,VARIANCE
SET001009,MER0040,2025-02-09,4,13607.87,13582.6,VARIANCE
SET001010,MER0040,2025-02-16,2,1309.21,1275.89,VARIANCE
SET001011,MER0040,2025-02-23,2,800.65,782.1,VARIANCE
SET001012,MER0040,2025-03-02,5,2829.15,2781.7,VARIANCE
SET001013,MER0040,2025-03-09,0,0.0,0.0,MATCHED
SET001014,MER0040,2025-03-16,1,64.66,64.15,MATCHED
SET001015,MER0040,2025-03-23,3,2879.43,2865.14,VARIANCE
SET001016,MER0040,2025-03-30,2,832.85,826.44,VARIANCE
SET001017,MER0040,2025-04-06,1,576.96,565.25,VARIANCE
SET001018,MER0040,2025-04-13,7,5431.93,5363.51,VARIANCE
SET001019,MER0040,2025-04-20,3,937.52,918.25,VARIANCE
SET001020,MER0040,2025-04-27,3,512.58,505.64,VARIANCE
SET001021,MER0040,2025-05-04,2,345.66,340.8,VARIANCE
SET001022,MER0040,2025-05-11,1,606.27,590.86,VARIANCE
SET001023,MER0040,2025-05-18,0,0.0,0.0,MATCHED
SET001024,MER0040,2025-05-25,3,3134.3,3116.67,VARIANCE
SET001025,MER0040,2025-06-01,2,2732.99,2714.76,VARIANCE
SET001026,MER0040,2025-06-08,1,145.87,141.89,VARIANCE
SET001027,MER0040,2025-06-15,4,5738.82,5606.91,VARIANCE
SET001028,MER0040,2025-06-22,2,406.33,403.27,VARIANCE
SET001029,MER0041,2025-01-05,3,2743.02,2727.18,VARIANCE
SET001030,MER0041,2025-01-12,1,1825.77,1804.82,VARIANCE
SET001031,MER0041,2025-01-19,6,6766.89,6753.29,VARIANCE
SET001032,MER0041,2025-01-26,4,1488.28,1462.66,VARIANCE
SET001033,MER0041,2025-02-02,3,1766.51,1725.53,VARIANCE
SET001034,MER0041,2025-02-09,3,3648.3,3590.76,VARIANCE
SET001035,MER0041,2025-02-16,3,852.09,834.23,VARIANCE
SET001036,MER0041,2025-02-23,5,5061.19,4967.18,VARIANCE
SET001037,MER0041,2025-03-02,2,354.13,351.82,VARIANCE
SET001038,MER0041,2025-03-09,4,4476.05,4385.2,VARIANCE
SET001039,MER0041,2025-03-16,1,241.76,239.68,VARIANCE
SET001040,MER0041,2025-03-23,4,4747.94,4689.98,VARIANCE
SET001041,MER0041,2025-03-30,3,1219.6,1183.81,VARIANCE
SET001042,MER0041,2025-04-06,2,1173.63,1156.39,VARIANCE
SET001043,MER0041,2025-04-13,3,10104.25,10063.96,VARIANCE
SET001044,MER0041,2025-04-20,3,2688.96,2660.53,VARIANCE
SET001045,MER0041,2025-04-27,3,1439.0,1432.58,VARIANCE
SET001046,MER0041,2025-05-04,1,87.21,86.27,MATCHED
SET001047,MER0041,2025-05-11,6,2420.9,2420.52,MATCHED
SET001048,MER0041,2025-05-18,0,0.0,0.0,MATCHED
SET001049,MER0041,2025-05-25,2,975.97,959.14,VARIANCE
SET001050,MER0041,2025-06-01,2,1324.28,1292.4,VARIANCE
SET001051,MER0041,2025-06-08,3,1455.0,1444.37,VARIANCE
SET001052,MER0041,2025-06-15,3,3073.91,3008.82,VARIANCE
SET001053,MER0041,2025-06-22,2,7881.31,7802.06,VARIANCE
SET001054,MER0041,2025-06-29,4,2127.13,2105.14,VARIANCE
SET001055,MER0042,2025-01-05,1,286.54,278.09,VARIANCE
SET001056,MER0042,2025-01-12,2,20566.7,20328.72,VARIANCE
SET001057,MER0042,2025-01-19,3,1410.63,1382.24,VARIANCE
SET001058,MER0042,2025-01-26,2,363.65,355.5,VARIANCE
SET001059,MER0042,2025-02-02,4,2041.25,2019.54,VARIANCE
SET001060,MER0042,2025-02-09,1,154.22,152.52,VARIANCE
SET001061,MER0042,2025-02-16,3,1538.87,1502.57,VARIANCE
SET001062,MER0042,2025-02-23,0,0.0,0.0,MATCHED
SET001063,MER0042,2025-03-02,2,771.92,750.5,VARIANCE
SET001064,MER0042,2025-03-09,2,493.89,479.89,VARIANCE
SET001065,MER0042,2025-03-16,1,195.0,194.34,MATCHED
SET001066,MER0042,2025-03-23,2,1596.39,1592.96,VARIANCE
SET001067,MER0042,2025-03-30,1,190.7,190.4,MATCHED
SET001068,MER0042,2025-04-06,2,1118.21,1118.03,MATCHED
SET001069,MER0042,2025-04-13,3,2077.3,2061.16,VARIANCE
SET001070,MER0042,2025-04-20,3,1450.16,1431.4,VARIANCE
SET001071,MER0042,2025-04-27,7,12091.56,11920.91,VARIANCE
SET001072,MER0042,2025-05-04,2,2210.7,2179.87,VARIANCE
SET001073,MER0042,2025-05-11,4,3090.81,3085.57,VARIANCE
SET001074,MER0042,2025-05-18,1,87.71,87.62,MATCHED
SET001075,MER0042,2025-05-25,2,827.97,813.96,VARIANCE
SET001076,MER0042,2025-06-01,2,1977.04,1929.69,VARIANCE
SET001077,MER0042,2025-06-08,3,993.17,979.4,VARIANCE
SET001078,MER0042,2025-06-15,2,2896.42,2846.3,VARIANCE
SET001079,MER0042,2025-06-22,2,2347.19,2333.75,VARIANCE
SET001080,MER0042,2025-06-29,5,3164.87,3157.48,VARIANCE
SET001081,MER0043,2025-01-05,2,3515.72,3475.63,VARIANCE
SET001082,MER0043,2025-01-12,3,1785.03,1735.87,VARIANCE
SET001083,MER0043,2025-01-19,2,561.27,553.43,VARIANCE
SET001084,MER0043,2025-01-26,0,0.0,0.0,MATCHED
SET001085,MER0043,2025-02-02,1,106.54,105.06,VARIANCE
SET001086,MER0043,2025-02-09,2,784.41,780.14,VARIANCE
SET001087,MER0043,2025-02-16,0,0.0,0.0,MATCHED
SET001088,MER0043,2025-02-23,4,1872.77,1842.86,VARIANCE
SET001089,MER0043,2025-03-02,1,738.2,719.55,VARIANCE
SET001090,MER0043,2025-03-09,4,2454.63,2449.56,VARIANCE
SET001091,MER0043,2025-03-16,2,602.94,600.61,VARIANCE
SET001092,MER0043,2025-03-23,1,496.44,488.82,VARIANCE
SET001093,MER0043,2025-03-30,1,1495.92,1453.39,VARIANCE
SET001094,MER0043,2025-04-06,5,1604.67,1589.1,VARIANCE
SET001095,MER0043,2025-04-13,0,0.0,0.0,MATCHED
SET001096,MER0043,2025-04-20,2,1278.35,1255.24,VARIANCE
SET001097,MER0043,2025-04-27,3,979.97,961.69,VARIANCE
SET001098,MER0043,2025-05-04,3,2563.93,2508.16,VARIANCE
SET001099,MER0043,2025-05-11,2,2103.53,2049.29,VARIANCE
SET001100,MER0043,2025-05-18,6,10797.22,10683.96,VARIANCE
SET001101,MER0043,2025-05-25,3,1057.95,1042.66,VARIANCE
SET001102,MER0043,2025-06-01,4,2383.8,2343.1,VARIANCE
SET001103,MER0043,2025-06-08,2,921.17,914.27,VARIANCE
SET001104,MER0043,2025-06-15,1,300.27,295.79,VARIANCE
SET001105,MER0043,2025-06-22,1,388.2,378.44,VARIANCE
SET001106,MER0043,2025-06-29,5,2668.66,2610.05,VARIANCE
SET001107,MER0044,2025-01-12,5,2925.9,2887.16,VARIANCE
SET001108,MER0044,2025-01-19,5,13554.51,13418.83,VARIANCE
SET001109,MER0044,2025-01-26,2,1494.08,1477.66,VARIANCE
SET001110,MER0044,2025-02-02,1,374.34,371.49,VARIANCE
SET001111,MER0044,2025-02-09,1,339.85,333.3,VARIANCE
SET001112,MER0044,2025-02-16,1,6028.88,5986.7,VARIANCE
SET001113,MER0044,2025-02-23,0,0.0,0.0,MATCHED
SET001114,MER0044,2025-03-02,2,444.33,434.39,VARIANCE
SET001115,MER0044,2025-03-09,1,590.68,575.18,VARIANCE
SET001116,MER0044,2025-03-16,3,1647.42,1628.93,VARIANCE
SET001117,MER0044,2025-03-23,0,0.0,0.0,MATCHED
SET001118,MER0044,2025-03-30,0,0.0,0.0,MATCHED
SET001119,MER0044,2025-04-06,0,0.0,0.0,MATCHED
SET001120,MER0044,2025-04-13,1,3662.01,3642.55,VARIANCE
SET001121,MER0044,2025-04-20,1,641.17,633.28,VARIANCE
SET001122,MER0044,2025-04-27,4,2283.32,2231.63,VARIANCE
SET001123,MER0044,2025-05-04,1,500.96,490.38,VARIANCE
SET001124,MER0044,2025-05-11,3,2506.43,2496.02,VARIANCE
SET001125,MER0044,2025-05-18,4,4612.14,4511.58,VARIANCE
SET001126,MER0044,2025-05-25,1,428.68,422.05,VARIANCE
SET001127,MER0044,2025-06-01,2,3055.94,3014.61,VARIANCE
SET001128,MER0044,2025-06-08,3,1404.62,1363.23,VARIANCE
SET001129,MER0044,2025-06-15,3,778.97,758.2,VARIANCE
SET001130,MER0044,2025-06-22,5,3375.48,3294.46,VARIANCE
SET001131,MER0044,2025-06-29,7,4796.4,4767.06,VARIANCE
SET001132,MER0045,2025-01-05,2,668.81,664.5,VARIANCE
SET001133,MER0045,2025-01-12,2,2148.84,2090.01,VARIANCE
SET001134,MER0045,2025-01-19,3,4744.77,4625.54,VARIANCE
SET001135,MER0045,2025-01-26,3,2014.62,2013.81,MATCHED
SET001136,MER0045,2025-02-02,4,3412.2,3326.81,VARIANCE
SET001137,MER0045,2025-02-09,0,0.0,0.0,MATCHED
SET001138,MER0045,2025-02-16,1,190.32,187.96,VARIANCE
SET001139,MER0045,2025-02-23,5,3395.86,3382.82,VARIANCE
SET001140,MER0045,2025-03-02,4,1480.67,1468.98,VARIANCE
SET001141,MER0045,2025-03-09,0,0.0,0.0,MATCHED
SET001142,MER0045,2025-03-16,3,2315.04,2299.02,VARIANCE
SET001143,MER0045,2025-03-23,3,742.78,736.44,VARIANCE
SET001144,MER0045,2025-03-30,1,201.2,195.42,VARIANCE
SET001145,MER0045,2025-04-06,1,200.5,200.15,MATCHED
SET001146,MER0045,2025-04-13,3,2724.11,2666.28,VARIANCE
SET001147,MER0045,2025-04-20,3,2135.7,2101.38,VARIANCE
SET001148,MER0045,2025-04-27,1,6213.83,6125.22,VARIANCE
SET001149,MER0045,2025-05-04,2,543.04,535.8,VARIANCE
SET001150,MER0045,2025-05-11,3,2575.96,2542.74,VARIANCE
SET001151,MER0045,2025-05-18,2,1397.75,1358.57,VARIANCE
SET001152,MER0045,2025-05-25,1,1297.28,1291.58,VARIANCE
SET001153,MER0045,2025-06-01,3,3677.67,3625.07,VARIANCE
SET001154,MER0045,2025-06-08,1,221.33,215.34,VARIANCE
SET001155,MER0045,2025-06-15,1,305.19,300.64,VARIANCE
SET001156,MER0045,2025-06-22,1,214.55,209.33,VARIANCE
SET001157,MER0045,2025-06-29,4,2559.12,2515.49,VARIANCE
SET001158,MER0046,2025-01-05,1,240.35,238.33,VARIANCE
SET001159,MER0046,2025-01-12,2,691.8,686.69,VARIANCE
SET001160,MER0046,2025-01-19,3,565.18,550.96,VARIANCE
SET001161,MER0046,2025-01-26,0,0.0,0.0,MATCHED
SET001162,MER0046,2025-02-02,3,682.22,681.57,MATCHED
SET001163,MER0046,2025-02-09,3,3823.57,3780.95,VARIANCE
SET001164,MER0046,2025-02-16,1,344.66,336.24,VARIANCE
SET001165,MER0046,2025-02-23,3,2839.94,2806.69,VARIANCE
SET001166,MER0046,2025-03-02,5,3623.07,3541.34,VARIANCE
SET001167,MER0046,2025-03-09,2,1829.34,1778.53,VARIANCE
SET001168,MER0046,2025-03-16,3,629.14,622.69,VARIANCE
SET001169,MER0046,2025-03-23,2,446.56,434.66,VARIANCE
SET001170,MER0046,2025-03-30,6,5446.35,5305.89,VARIANCE
SET001171,MER0046,2025-04-06,3,2798.07,2771.05,VARIANCE
SET001172,MER0046,2025-04-13,5,1929.69,1927.75,VARIANCE
SET001173,MER0046,2025-04-20,4,2952.6,2870.11,VARIANCE
SET001174,MER0046,2025-04-27,1,280.53,278.42,VARIANCE
SET001175,MER0046,2025-05-04,1,5381.1,5242.71,VARIANCE
SET001176,MER0046,2025-05-11,1,827.14,803.78,VARIANCE
SET001177,MER0046,2025-05-18,2,421.68,409.24,VARIANCE
SET001178,MER0046,2025-05-25,1,2732.31,2651.99,VARIANCE
SET001179,MER0046,2025-06-01,3,2136.06,2118.81,VARIANCE
SET001180,MER0046,2025-06-08,2,1325.82,1322.13,VARIANCE
SET001181,MER0046,2025-06-15,1,409.14,397.02,VARIANCE
SET001182,MER0046,2025-06-22,2,4374.3,4262.79,VARIANCE
SET001183,MER0046,2025-06-29,3,1763.99,1713.57,VARIANCE
SET001184,MER0047,2025-01-05,2,952.26,935.32,VARIANCE
SET001185,MER0047,2025-01-12,3,3895.46,3816.24,VARIANCE
SET001186,MER0047,2025-01-19,2,1002.99,978.68,VARIANCE
SET001187,MER0047,2025-01-26,4,5407.57,5377.63,VARIANCE
SET001188,MER0047,2025-02-02,1,462.65,450.22,VARIANCE
SET001189,MER0047,2025-02-09,5,2149.08,2125.37,VARIANCE
SET001190,MER0047,2025-02-16,3,5479.29,5338.51,VARIANCE
SET001191,MER0047,2025-02-23,2,2081.1,2059.49,VARIANCE
SET001192,MER0047,2025-03-02,1,291.91,284.29,VARIANCE
SET001193,MER0047,2025-03-09,1,271.65,265.11,VARIANCE
SET001194,MER0047,2025-03-16,2,653.62,653.4,MATCHED
SET001195,MER0047,2025-03-23,6,4933.56,4825.0,VARIANCE
SET001196,MER0047,2025-03-30,3,1055.98,1038.59,VARIANCE
SET001197,MER0047,2025-04-06,4,2491.2,2465.85,VARIANCE
SET001198,MER0047,2025-04-13,0,0.0,0.0,MATCHED
SET001199,MER0047,2025-04-20,2,4999.37,4931.75,VARIANCE
SET001200,MER0047,2025-04-27,0,0.0,0.0,MATCHED
SET001201,MER0047,2025-05-04,1,439.3,434.93,VARIANCE
SET001202,MER0047,2025-05-11,3,1574.73,1559.78,VARIANCE
SET001203,MER0047,2025-05-18,8,7904.09,7805.51,VARIANCE
SET001204,MER0047,2025-05-25,2,1939.61,1903.82,VARIANCE
SET001205,MER0047,2025-06-01,1,424.55,422.26,VARIANCE
SET001206,MER0047,2025-06-08,3,994.2,966.26,VARIANCE
SET001207,MER0047,2025-06-15,2,1064.92,1050.43,VARIANCE
SET001208,MER0047,2025-06-22,4,2649.99,2613.73,VARIANCE
SET001209,MER0047,2025-06-29,3,1838.7,1834.18,VARIANCE
SET001210,MER0048,2025-01-05,1,89.67,89.08,MATCHED
SET001211,MER0048,2025-01-12,3,4913.32,4801.22,VARIANCE
SET001212,MER0048,2025-01-19,4,3564.56,3498.58,VARIANCE
SET001213,MER0048,2025-01-26,2,1051.34,1038.6,VARIANCE
SET001214,MER0048,2025-02-02,2,363.06,356.31,VARIANCE
SET001215,MER0048,2025-02-09,2,519.51,504.9,VARIANCE
SET001216,MER0048,2025-02-16,3,653.58,653.44,MATCHED
SET001217,MER0048,2025-02-23,8,13626.6,13403.55,VARIANCE
SET001218,MER0048,2025-03-02,2,988.42,962.92,VARIANCE
SET001219,MER0048,2025-03-09,3,6108.32,5953.05,VARIANCE
SET001220,MER0048,2025-03-16,3,10944.41,10621.04,VARIANCE
SET001221,MER0048,2025-03-23,1,534.67,533.24,VARIANCE
SET001222,MER0048,2025-03-30,4,2702.01,2632.28,VARIANCE
SET001223,MER0048,2025-04-06,3,712.23,702.9,VARIANCE
SET001224,MER0048,2025-04-13,1,2391.6,2387.64,VARIANCE
SET001225,MER0048,2025-04-20,1,169.51,168.33,VARIANCE
SET001226,MER0048,2025-04-27,4,5206.15,5142.32,VARIANCE
SET001227,MER0048,2025-05-04,2,592.54,579.82,VARIANCE
SET001228,MER0048,2025-05-11,4,1780.05,1762.63,VARIANCE
SET001229,MER0048,2025-05-18,0,0.0,0.0,MATCHED
SET001230,MER0048,2025-05-25,0,0.0,0.0,MATCHED
SET001231,MER0048,2025-06-01,3,1301.95,1271.82,VARIANCE
SET001232,MER0048,2025-06-08,2,2080.58,2043.84,VARIANCE
SET001233,MER0048,2025-06-15,3,1584.86,1565.76,VARIANCE
SET001234,MER0048,2025-06-22,6,6163.59,6143.2,VARIANCE
SET001235,MER0048,2025-06-29,3,1127.82,1113.98,VARIANCE
SET001236,MER0049,2025-01-05,4,2710.33,2650.73,VARIANCE
SET001237,MER0049,2025-01-12,1,137.38,136.25,VARIANCE
SET001238,MER0049,2025-01-19,1,921.72,898.22,VARIANCE
SET001239,MER0049,2025-01-26,3,688.73,670.28,VARIANCE
SET001240,MER0049,2025-02-02,3,877.64,851.56,VARIANCE
SET001241,MER0049,2025-02-09,4,2399.97,2369.47,VARIANCE
SET001242,MER0049,2025-02-16,0,0.0,0.0,MATCHED
SET001243,MER0049,2025-02-23,2,1574.53,1549.24,VARIANCE
SET001244,MER0049,2025-03-02,0,0.0,0.0,MATCHED
SET001245,MER0049,2025-03-09,1,1617.47,1578.06,VARIANCE
SET001246,MER0049,2025-03-16,2,3148.52,3073.93,VARIANCE
