transaction_id,customer_id,merchant_id,upi_vpa,amount,timestamp,status,bank_rrn,upi_app
TXN0002911,CUST01127,MER0066,cust01127@okhdfcbank,1083.07,2025-02-20 14:49:51,success,507598776048,GPay
TXN0002912,CUST00782,MER0042,cust00782@okhdfcbank,501.15,2025-03-19 16:24:42,Success,493335227250,Paytm
TXN0002915,CUST00294,MER0138,cust00294@okhdfcbank,174.34,2025-02-09 13:36:14,success,820495392237,Paytm
TXN0002919,CUST00336,MER0108,cust00336@okhdfcbank,1116.42,2025-06-09 12:47:00,SUCCESS,768882868228,PhonePe
TXN0002920,CUST00315,MER0081,cust00315@okhdfcbank,874.95,2025-06-02 23:20:23,success,947476053448,PhonePe
TXN0002921,CUST00889,MER0098,cust00889@okhdfcbank,87.91,2025-01-06 00:44:55,SUCCESS,943209407181,Amazon Pay
TXN0002924,CUST01401,MER0141,cust01401@okhdfcbank,338.96,2025-03-20 23:44:17,SUCCESS,669893107877,Paytm
TXN0002925,CUST00136,MER0085,cust00136@okhdfcbank,594.08,2025-05-05 07:26:36,SUCCESS,236933612327,BHIM
TXN0002930,CUST00776,MER0027,cust00776@okhdfcbank,744.13,2025-06-01 23:48:10,Success,790492856690,BHIM
TXN0002933,CUST01084,MER0090,cust01084@okhdfcbank,885.73,2025-05-17 00:21:33,success,752256027128,Amazon Pay
TXN0002934,CUST01172,MER0073,cust01172@okhdfcbank,195.7,2025-04-18 02:22:23,success,668934441416,Paytm
TXN0002936,CUST00652,MER0100,cust00652@okhdfcbank,517.08,2025-02-05 01:59:41,Failed,432093847323,Paytm
TXN0002940,CUST00020,MER0132,cust00020@okhdfcbank,193.71,2025-05-19 11:51:30,Success,029045135859,Paytm
TXN0002941,CUST00319,MER0033,cust00319@okhdfcbank,170.46,2025-01-28 16:53:27,success,985011473607,Amazon Pay
TXN0002943,CUST01881,MER0095,cust01881@okhdfcbank,4933.4,2025-05-18 09:12:00,Success,317841033549,BHIM
TXN0002946,CUST00725,MER0120,cust00725@okhdfcbank,238.41,2025-04-08 12:33:28,PENDING,818035457567,BHIM
TXN0002947,CUST00588,MER0071,cust00588@okhdfcbank,264.04,2025-03-25 01:31:47,SUCCESS,991271821444,BHIM
TXN0002948,CUST01067,MER0059,cust01067@okhdfcbank,216.59,2025-03-01 06:16:35,Success,619908879996,Paytm
TXN0002949,CUST01302,MER0023,cust01302@okhdfcbank,334.32,2025-03-01 08:29:09,SUCCESS,055025940329,GPay
TXN0002954,CUST00586,MER0142,cust00586@okhdfcbank,69.82,2025-04-06 16:50:59,success,212805614136,GPay
TXN0002959,CUST01263,MER0049,cust01263@okhdfcbank,514.49,2025-06-26 21:02:17,success,497622447731,Paytm
TXN0002961,CUST00871,MER0137,cust00871@okhdfcbank,625.03,2025-05-26 13:42:21,SUCCESS,782222667448,BHIM
TXN0002962,CUST00707,MER0063,cust00707@okhdfcbank,381.83,2025-05-24 11:54:39,SUCCESS,998750873427,GPay
TXN0002963,CUST01355,MER0136,cust01355@okhdfcbank,537.48,2025-05-13 20:02:06,SUCCESS,801772959066,GPay
TXN0002970,CUST01015,MER0098,cust01015@okhdfcbank,2909.82,2025-02-03 02:30:46,SUCCESS,087524205482,PhonePe
TXN0002971,CUST00765,MER0029,cust00765@okhdfcbank,151.96,2025-03-07 15:00:04,pending,372735296573,Amazon Pay
TXN0002972,CUST01872,MER0064,cust01872@okhdfcbank,256.15,2025-06-11 12:07:33,Success,589088178111,BHIM
TXN0002975,CUST00005,MER0146,cust00005@okhdfcbank,121.09,2025-03-18 10:24:32,Success,314716062360,PhonePe
TXN0002976,CUST00446,MER0079,cust00446@okhdfcbank,165.22,2025-05-05 20:28:27,SUCCESS,004488671537,GPay
TXN0002978,CUST01828,MER0125,cust01828@okhdfcbank,5138.0,2025-01-12 03:57:15,success,869269978134,GPay
TXN0002981,CUST00220,MER0002,cust00220@okhdfcbank,43.85,2025-03-09 21:49:16,Success,326116034015,Paytm
TXN0002982,CUST01824,MER0048,cust01824@okhdfcbank,534.67,2025-03-20 01:46:23,success,208395181891,PhonePe
TXN0002985,CUST01084,MER0132,cust01084@okhdfcbank,210.46,2025-06-24 11:21:35,SUCCESS,617858772804,Amazon Pay
TXN0002987,CUST01871,MER0125,cust01871@okhdfcbank,192.05,2025-01-02 08:12:18,Success,477194725442,PhonePe
TXN0002988,CUST00319,MER0065,cust00319@okhdfcbank,3204.94,2025-02-13 21:40:48,success,576115754238,PhonePe
TXN0002991,CUST01663,MER0069,cust01663@okhdfcbank,539.0,2025-01-22 02:33:19,Failed,259869887946,PhonePe
TXN0002994,CUST00736,MER0051,cust00736@okhdfcbank,2538.42,2025-01-22 11:44:21,success,654579748022,Amazon Pay
TXN0002995,CUST00389,MER0073,cust00389@okhdfcbank,1174.57,2025-01-08 19:36:28,SUCCESS,404047734330,GPay
TXN0002997,CUST01524,MER0085,cust01524@okhdfcbank,1241.37,2025-06-24 22:57:14,SUCCESS,539656451093,Paytm
TXN0002998,CUST00065,MER0042,cust00065@okhdfcbank,850.32,2025-05-10 08:44:22,Success,405792989032,GPay
TXN0002999,CUST00408,MER0123,cust00408@okhdfcbank,732.36,2025-05-10 04:15:23,success,539295094310,Paytm
TXN0003003,CUST01487,MER0100,cust01487@okhdfcbank,579.05,2025-01-26 12:27:02,Success,318014992835,BHIM
TXN0003008,CUST02000,MER0003,cust02000@okhdfcbank,197.96,2025-03-26 08:07:03,SUCCESS,322022861938,Paytm
TXN0003010,CUST00170,MER0110,cust00170@okhdfcbank,296.68,2025-02-18 02:35:09,SUCCESS,161380846078,PhonePe
TXN0003011,CUST01265,MER0040,cust01265@okhdfcbank,2350.17,2025-05-22 14:32:40,SUCCESS,662185810759,BHIM
TXN0003012,CUST01048,MER0048,cust01048@okhdfcbank,420.92,2025-02-18 10:35:58,SUCCESS,567298814706,GPay
TXN0003013,CUST00576,MER0030,cust00576@okhdfcbank,627.51,2025-06-17 19:18:33,pending,228606544974,PhonePe
TXN0003014,CUST00540,MER0064,cust00540@okhdfcbank,647.63,2025-05-10 09:19:29,SUCCESS,511795847939,PhonePe
TXN0003016,CUST01604,MER0027,cust01604@okhdfcbank,277.11,2025-05-17 03:34:20,Success,115297105365,Amazon Pay
TXN0003018,CUST01751,MER0039,cust01751@okhdfcbank,443.1,2025-02-14 13:00:28,SUCCESS,334226020435,BHIM
TXN0003019,CUST00247,MER0034,cust00247@okhdfcbank,1535.38,2025-03-19 22:06:54,SUCCESS,217395629857,Paytm
TXN0003021,CUST01903,MER0038,cust01903@okhdfcbank,792.02,2025-03-24 18:42:57,success,390079493308,GPay
TXN0003022,CUST00037,MER0052,cust00037@okhdfcbank,1690.72,2025-01-18 15:47:23,SUCCESS,973777583835,BHIM
TXN0003024,CUST01076,MER0079,cust01076@okhdfcbank,414.63,2025-05-16 22:58:36,success,204497473097,GPay
TXN0003025,CUST01298,MER0060,cust01298@okhdfcbank,1601.55,2025-02-13 01:32:51,Success,258874954778,GPay
TXN0003026,CUST00689,MER0110,cust00689@okhdfcbank,802.41,2025-04-04 01:12:42,Failed,506981635036,Amazon Pay
TXN0003031,CUST00098,MER0047,cust00098@okhdfcbank,1203.52,2025-01-08 22:33:25,Success,109221727194,PhonePe
TXN0003032,CUST00002,MER0014,cust00002@okhdfcbank,450.86,2025-05-09 05:49:49,FAILED,008263488599,PhonePe
TXN0003034,CUST00574,MER0026,cust00574@okhdfcbank,955.22,2025-03-25 16:10:28,FAILED,041471524580,Amazon Pay
TXN0003035,CUST00379,MER0065,cust00379@okhdfcbank,225.22,2025-04-06 09:33:37,success,071597738130,GPay
TXN0003036,CUST00745,MER0086,cust00745@okhdfcbank,724.04,2025-03-01 02:24:18,success,684650222016,PhonePe
TXN0003037,CUST00229,MER0025,cust00229@okhdfcbank,1899.74,2025-05-10 21:31:17,Success,195791315971,Amazon Pay
TXN0003039,CUST01766,MER0034,cust01766@okhdfcbank,772.71,2025-03-06 07:33:30,success,296313035530,BHIM
TXN0003040,CUST00739,MER0093,cust00739@okhdfcbank,214.98,2025-05-25 06:18:50,success,015179708143,Paytm
TXN0003041,CUST01595,MER0136,cust01595@okhdfcbank,1368.4,2025-04-28 10:10:14,success,998452180214,GPay
TXN0003043,CUST00566,MER0054,cust00566@okhdfcbank,345.74,2025-04-24 11:09:43,Success,049874108965,GPay
TXN0003044,CUST00787,MER0023,cust00787@okhdfcbank,4490.09,2025-06-22 06:37:22,success,974258028307,PhonePe
TXN0003047,CUST01984,MER0049,cust01984@okhdfcbank,944.46,2025-02-07 11:06:26,success,339713974351,Amazon Pay
TXN0003048,CUST01444,MER0115,cust01444@okhdfcbank,1318.07,2025-06-29 17:08:44,success,150658249211,Paytm
TXN0003049,CUST00203,MER0020,cust00203@okhdfcbank,182.06,2025-04-17 03:14:34,Success,956584971131,Paytm
TXN0003050,CUST01268,MER0088,cust01268@okhdfcbank,598.61,2025-02-28 12:58:54,SUCCESS,018361269506,Paytm
TXN0003051,CUST01486,MER0122,cust01486@okhdfcbank,722.84,2025-05-28 18:27:40,SUCCESS,819121315463,PhonePe
TXN0003052,CUST00414,MER0137,cust00414@okhdfcbank,330.25,2025-05-20 23:01:45,SUCCESS,524352418083,BHIM
TXN0003053,CUST00315,MER0012,cust00315@okhdfcbank,784.3,2025-01-25 19:44:24,SUCCESS,567074199665,Paytm
TXN0003054,CUST00393,MER0108,cust00393@okhdfcbank,1688.67,2025-04-17 21:29:44,FAILED,952627631470,BHIM
TXN0003058,CUST00894,MER0018,cust00894@okhdfcbank,82.52,2025-04-04 18:06:25,success,616244293136,Amazon Pay
TXN0003059,CUST00859,MER0135,cust00859@okhdfcbank,1073.77,2025-04-08 20:12:06,SUCCESS,626107533422,PhonePe
TXN0003061,CUST01228,MER0071,cust01228@okhdfcbank,516.76,2025-05-16 06:53:10,Success,649638798935,PhonePe
TXN0003062,CUST01982,MER0034,cust01982@okhdfcbank,183.69,2025-02-26 05:53:47,SUCCESS,746780278160,BHIM
TXN0003066,CUST00339,MER0113,cust00339@okhdfcbank,507.34,2025-05-26 18:38:42,SUCCESS,266289091844,BHIM
TXN0003067,CUST01044,MER0099,cust01044@okhdfcbank,606.39,2025-04-20 05:26:00,SUCCESS,452377412999,PhonePe
TXN0003069,CUST01244,MER0070,cust01244@okhdfcbank,920.5,2025-02-10 04:20:18,SUCCESS,807759449148,Amazon Pay
TXN0003073,CUST01450,MER0135,cust01450@okhdfcbank,413.55,2025-02-20 06:15:24,SUCCESS,652344812364,GPay
TXN0003074,CUST00622,MER0057,cust00622@okhdfcbank,346.38,2025-02-27 13:09:17,SUCCESS,262816906993,GPay
TXN0003078,CUST00081,MER0038,cust00081@okhdfcbank,1134.59,2025-06-21 13:53:09,success,374250779086,Paytm
TXN0003079,CUST00569,MER0035,cust00569@okhdfcbank,414.13,2025-02-22 12:19:03,success,354813371117,BHIM
TXN0003083,CUST00712,MER0095,cust00712@okhdfcbank,121.48,2025-03-05 00:34:04,success,025821135180,Paytm
TXN0003087,CUST01282,MER0003,cust01282@okhdfcbank,2525.7,2025-06-09 23:48:01,SUCCESS,575947521947,Paytm
TXN0003088,CUST00729,MER0057,cust00729@okhdfcbank,365.33,2025-05-22 20:16:04,SUCCESS,782388000445,GPay
TXN0003090,CUST01990,MER0005,cust01990@okhdfcbank,327.7,2025-04-15 08:24:46,Success,707308333986,BHIM
TXN0003091,CUST01347,MER0150,cust01347@okhdfcbank,358.11,2025-01-21 16:03:32,SUCCESS,864551796199,Amazon Pay
TXN0003093,CUST00528,MER0142,cust00528@okhdfcbank,646.12,2025-02-10 00:46:14,success,750524093662,BHIM
TXN0003095,CUST00665,MER0069,cust00665@okhdfcbank,295.92,2025-02-09 14:19:46,success,925517469138,GPay
TXN0003098,CUST01488,MER0112,cust01488@okhdfcbank,1582.21,2025-03-13 13:59:13,success,616910626880,GPay
TXN0003099,CUST00304,MER0123,cust00304@okhdfcbank,861.03,2025-01-19 04:37:55,success,354644657436,PhonePe
TXN0003100,CUST01016,MER0047,cust01016@okhdfcbank,1055.5,2025-03-31 04:54:47,success,266012892056,Paytm
TXN0003101,CUST00379,MER0046,cust00379@okhdfcbank,3153.96,2025-02-06 16:09:03,success,539571319890,Paytm
TXN0003104,CUST00334,MER0046,cust00334@okhdfcbank,729.44,2025-06-08 17:49:20,Success,832854180803,Amazon Pay
TXN0003105,CUST00808,MER0049,cust00808@okhdfcbank,921.72,2025-01-14 11:40:46,success,025676120873,PhonePe
TXN0003106,CUST00294,MER0019,cust00294@okhdfcbank,182.23,2025-03-24 19:08:41,FAILED,847583398723,BHIM
TXN0003108,CUST01484,MER0135,cust01484@okhdfcbank,1480.88,2025-01-27 15:49:25,success,979523531155,BHIM
TXN0003112,CUST01320,MER0012,cust01320@okhdfcbank,701.82,2025-01-26 15:59:56,Success,166355737973,PhonePe
TXN0003114,CUST01923,MER0004,cust01923@okhdfcbank,434.07,2025-06-03 20:51:13,SUCCESS,297510095920,BHIM
TXN0003115,CUST01980,MER0003,cust01980@okhdfcbank,1562.07,2025-06-03 17:24:22,Success,951391815339,PhonePe
TXN0003118,CUST00286,MER0123,cust00286@okhdfcbank,272.57,2025-05-28 12:19:37,failed,419321332339,BHIM
TXN0003119,CUST01153,MER0114,cust01153@okhdfcbank,219.22,2025-06-08 08:20:31,SUCCESS,570887145130,PhonePe
TXN0003120,CUST00335,MER0079,cust00335@okhdfcbank,1151.56,2025-03-06 10:05:47,success,103492064690,Paytm
TXN0003121,CUST00981,MER0040,cust00981@okhdfcbank,712.85,2025-02-17 08:13:53,Success,962718693318,PhonePe
TXN0003122,CUST00115,MER0140,cust00115@okhdfcbank,150.57,2025-05-15 09:08:44,success,969151210393,Paytm
TXN0003123,CUST00548,MER0140,cust00548@okhdfcbank,221.22,2025-01-24 21:34:24,success,951995522508,PhonePe
TXN0003124,CUST00044,MER0012,cust00044@okhdfcbank,2355.67,2025-01-20 23:09:14,SUCCESS,557676498209,Amazon Pay
TXN0003128,CUST00875,MER0099,cust00875@okhdfcbank,491.19,2025-01-29 14:49:27,Success,197509247397,Paytm
TXN0003134,CUST00157,MER0086,cust00157@okhdfcbank,1334.86,2025-01-23 23:33:19,Success,842868413289,GPay
TXN0003135,CUST00739,MER0022,cust00739@okhdfcbank,98.88,2025-06-23 21:44:08,success,575506155333,Paytm
TXN0003139,CUST01408,MER0078,cust01408@okhdfcbank,169.97,2025-05-02 07:35:04,Success,953664814237,PhonePe
TXN0003140,CUST01675,MER0074,cust01675@okhdfcbank,3302.48,2025-03-09 15:35:41,SUCCESS,369641606325,GPay
TXN0003141,CUST01793,MER0027,cust01793@okhdfcbank,129.09,2025-02-22 15:23:10,success,023948773035,Amazon Pay
TXN0003144,CUST00005,MER0039,cust00005@okhdfcbank,2439.55,2025-06-01 00:44:10,success,853872133401,Amazon Pay
TXN0003145,CUST01344,MER0038,cust01344@okhdfcbank,736.04,2025-03-04 04:30:04,Success,932447666629,GPay
TXN0003146,CUST00303,MER0100,cust00303@okhdfcbank,565.08,2025-03-28 17:45:05,PENDING,460415325854,PhonePe
TXN0003150,CUST00662,MER0033,cust00662@okhdfcbank,562.13,2025-02-05 07:35:11,SUCCESS,687477680491,BHIM
TXN0003152,CUST00869,MER0124,cust00869@okhdfcbank,301.13,2025-05-15 15:34:31,SUCCESS,942374292515,PhonePe
TXN0003154,CUST01643,MER0063,cust01643@okhdfcbank,1108.03,2025-03-16 09:46:21,Success,443477858045,Paytm
TXN0003155,CUST00858,MER0141,cust00858@okhdfcbank,650.26,2025-04-07 12:39:52,SUCCESS,281763792016,GPay
TXN0003158,CUST00172,MER0149,cust00172@okhdfcbank,2204.05,2025-05-19 19:46:24,success,977354983907,PhonePe
TXN0003160,CUST01591,MER0057,cust01591@okhdfcbank,1322.44,2025-05-17 12:39:08,SUCCESS,861470681180,Paytm
TXN0003161,CUST00179,MER0061,cust00179@okhdfcbank,587.43,2025-03-12 05:41:17,SUCCESS,412746599913,Paytm
TXN0003162,CUST00006,MER0053,cust00006@okhdfcbank,135.17,2025-06-15 04:03:37,Success,540122027247,PhonePe
TXN0003163,CUST00036,MER0093,cust00036@okhdfcbank,1723.78,2025-04-19 10:12:49,success,881638924484,PhonePe
TXN0003164,CUST00971,MER0035,cust00971@okhdfcbank,635.58,2025-06-28 19:43:27,success,869893008590,Paytm
TXN0003165,CUST00226,MER0016,cust00226@okhdfcbank,1873.09,2025-06-26 23:15:15,Success,357550598412,GPay
TXN0003166,CUST00716,MER0093,cust00716@okhdfcbank,410.59,2025-06-14 19:28:07,success,764685101815,GPay
TXN0003168,CUST00943,MER0037,cust00943@okhdfcbank,84.56,2025-06-12 04:33:28,SUCCESS,990996002407,Paytm
TXN0003170,CUST00432,MER0058,cust00432@okhdfcbank,137.97,2025-01-11 20:21:10,Success,165721684098,BHIM
TXN0003172,CUST01442,MER0037,cust01442@okhdfcbank,789.83,2025-03-15 07:05:41,success,451464035491,BHIM
TXN0003173,CUST01502,MER0007,cust01502@okhdfcbank,269.19,2025-05-16 04:09:58,success,236641457434,Amazon Pay
TXN0003174,CUST01977,MER0109,cust01977@okhdfcbank,1168.93,2025-03-14 04:10:26,success,769063958414,PhonePe
TXN0003175,CUST00111,MER0028,cust00111@okhdfcbank,209.22,2025-05-09 16:37:34,Failed,692707430556,PhonePe
TXN0003176,CUST01192,MER0019,cust01192@okhdfcbank,1194.21,2025-04-03 14:10:22,success,070746227448,BHIM
TXN0003181,CUST01568,MER0047,cust01568@okhdfcbank,881.98,2025-04-02 05:15:44,success,012988752939,PhonePe
TXN0003182,CUST01523,MER0036,cust01523@okhdfcbank,434.75,2025-05-26 06:25:54,Success,099848985950,Amazon Pay
TXN0003183,CUST01081,MER0077,cust01081@okhdfcbank,185.23,2025-04-02 07:13:06,Success,169090781612,Paytm
TXN0003184,CUST00843,MER0087,cust00843@okhdfcbank,282.51,2025-03-28 05:04:01,success,032908255609,Amazon Pay
TXN0003185,CUST01601,MER0004,cust01601@okhdfcbank,2068.18,2025-02-25 16:26:26,SUCCESS,908944927130,PhonePe
TXN0003186,CUST00228,MER0040,cust00228@okhdfcbank,158.01,2025-01-12 15:37:26,SUCCESS,500893085124,GPay
TXN0003187,CUST01805,MER0009,cust01805@okhdfcbank,787.06,2025-04-28 07:39:10,success,104856018280,GPay
TXN0003188,CUST01539,MER0045,cust01539@okhdfcbank,612.75,2025-04-08 17:31:36,SUCCESS,464567160449,PhonePe
TXN0003191,CUST01457,MER0067,cust01457@okhdfcbank,2520.58,2025-06-28 11:33:01,PENDING,698690182280,GPay
TXN0003194,CUST01908,MER0041,cust01908@okhdfcbank,917.88,2025-02-22 18:48:30,Success,176416709762,BHIM
TXN0003195,CUST01993,MER0024,cust01993@okhdfcbank,1234.28,2025-04-12 06:22:15,SUCCESS,473505535176,Paytm
TXN0003196,CUST00774,MER0033,cust00774@okhdfcbank,433.67,2025-05-25 07:15:32,success,581288282351,Paytm
TXN0003199,CUST00377,MER0144,cust00377@okhdfcbank,226.33,2025-04-28 11:53:34,SUCCESS,136074305936,GPay
TXN0003200,CUST01724,MER0020,cust01724@okhdfcbank,157.7,2025-06-08 13:26:23,SUCCESS,780455589462,GPay
TXN0003202,CUST01315,MER0104,cust01315@okhdfcbank,386.1,2025-06-10 15:16:53,success,328459303005,Paytm
TXN0003203,CUST00780,MER0043,cust00780@okhdfcbank,371.29,2025-01-11 14:47:18,Success,709050311055,PhonePe
TXN0003209,CUST00219,MER0017,cust00219@okhdfcbank,975.96,2025-02-11 03:34:18,SUCCESS,030182750743,Paytm
TXN0003211,CUST00634,MER0049,cust00634@okhdfcbank,2476.82,2025-04-18 03:04:05,Failed,653248174296,Amazon Pay
TXN0003213,CUST00552,MER0022,cust00552@okhdfcbank,206.19,2025-04-21 16:57:52,Success,405856250226,Amazon Pay
TXN0003215,CUST00991,MER0012,cust00991@okhdfcbank,831.2,2025-01-10 07:55:26,success,161144140965,PhonePe
TXN0003216,CUST00645,MER0024,cust00645@okhdfcbank,229.96,2025-03-01 22:12:10,SUCCESS,087752185544,PhonePe
TXN0003217,CUST00018,MER0092,cust00018@okhdfcbank,421.84,2025-05-26 23:04:48,Success,690715382008,GPay
TXN0003218,CUST00579,MER0102,cust00579@okhdfcbank,99.3,2025-04-08 03:10:33,success,946446396317,BHIM
TXN0003221,CUST00835,MER0129,cust00835@okhdfcbank,194.0,2025-01-20 14:42:27,success,370515065032,PhonePe
TXN0003222,CUST01029,MER0039,cust01029@okhdfcbank,1664.31,2025-01-05 14:22:53,failed,238672449287,GPay
TXN0003223,CUST01203,MER0098,cust01203@okhdfcbank,1604.1,2025-04-03 14:45:44,pending,434386769969,PhonePe
TXN0003224,CUST01201,MER0010,cust01201@okhdfcbank,716.45,2025-02-26 08:03:15,Failed,999576631388,Amazon Pay
TXN0003225,CUST00331,MER0039,cust00331@okhdfcbank,649.15,2025-05-13 12:05:35,Success,985372531197,Amazon Pay
TXN0003227,CUST01282,MER0024,cust01282@okhdfcbank,227.49,2025-05-20 12:16:44,success,567006477065,Amazon Pay
TXN0003228,CUST00475,MER0056,cust00475@okhdfcbank,343.01,2025-06-06 19:06:39,success,780197735095,Paytm
TXN0003229,CUST01396,MER0037,cust01396@okhdfcbank,108.46,2025-05-30 06:59:15,SUCCESS,796333172898,GPay
TXN0003230,CUST01472,MER0042,cust01472@okhdfcbank,634.25,2025-04-08 09:43:05,FAILED,080376117857,GPay
TXN0003231,CUST01058,MER0134,cust01058@okhdfcbank,517.41,2025-05-30 06:06:15,Success,453162304298,Amazon Pay
TXN0003233,CUST00596,MER0093,cust00596@okhdfcbank,2365.35,2025-05-02 01:35:03,failed,226263136393,PhonePe
TXN0003234,CUST01753,MER0111,cust01753@okhdfcbank,904.08,2025-01-08 18:28:25,SUCCESS,066138730681,Paytm
TXN0003235,CUST01825,MER0100,cust01825@okhdfcbank,984.21,2025-02-16 10:20:10,success,589804272817,Paytm
TXN0003236,CUST00428,MER0020,cust00428@okhdfcbank,302.68,2025-01-30 14:14:31,Success,530392456382,Amazon Pay
TXN0003237,CUST01162,MER0128,cust01162@okhdfcbank,492.09,2025-01-19 21:56:42,SUCCESS,434540997072,GPay
TXN0003241,CUST00193,MER0117,cust00193@okhdfcbank,401.9,2025-03-02 22:02:06,Pending,315870096055,Amazon Pay
TXN0003242,CUST00348,MER0076,cust00348@okhdfcbank,297.51,2025-02-01 08:30:58,success,434978075598,Paytm
TXN0003243,CUST00140,MER0072,cust00140@okhdfcbank,929.13,2025-04-22 22:44:20,success,753979457252,Amazon Pay
TXN0003246,CUST00525,MER0114,cust00525@okhdfcbank,134.19,2025-05-07 06:34:50,SUCCESS,144837419038,BHIM
TXN0003247,CUST01893,MER0036,cust01893@okhdfcbank,933.17,2025-01-25 01:43:28,success,748091278331,Paytm
TXN0003248,CUST01991,MER0146,cust01991@okhdfcbank,257.68,2025-04-05 19:27:06,SUCCESS,630653805380,BHIM
TXN0003251,CUST00752,MER0132,cust00752@okhdfcbank,574.45,2025-06-14 01:13:10,SUCCESS,900523504025,GPay
TXN0003252,CUST01280,MER0081,cust01280@okhdfcbank,148.47,2025-03-14 13:29:22,SUCCESS,861600686454,Amazon Pay
TXN0003254,CUST00539,MER0011,cust00539@okhdfcbank,237.78,2025-05-01 12:16:10,SUCCESS,489881613353,Paytm
TXN0003255,CUST01319,MER0015,cust01319@okhdfcbank,74.07,2025-05-24 21:30:31,SUCCESS,001168882917,BHIM
TXN0003256,CUST01620,MER0063,cust01620@okhdfcbank,1521.54,2025-05-16 21:02:57,FAILED,063541374172,BHIM
TXN0003258,CUST00216,MER0075,cust00216@okhdfcbank,158.3,2025-03-14 23:27:21,success,808353427702,Amazon Pay
TXN0003259,CUST00325,MER0146,cust00325@okhdfcbank,2112.6,2025-03-19 12:46:53,SUCCESS,980545739736,PhonePe
TXN0003261,CUST00796,MER0119,cust00796@okhdfcbank,633.06,2025-05-10 22:28:03,Success,132156886493,BHIM
TXN0003262,CUST00192,MER0090,cust00192@okhdfcbank,215.88,2025-04-01 11:08:49,SUCCESS,881593679208,GPay
TXN0003263,CUST00960,MER0137,cust00960@okhdfcbank,65.48,2025-06-24 18:53:36,success,702903481638,Paytm
TXN0003264,CUST01676,MER0120,cust01676@okhdfcbank,125.91,2025-01-22 04:31:53,SUCCESS,378013279898,PhonePe
TXN0003266,CUST01879,MER0102,cust01879@okhdfcbank,1209.9,2025-05-30 04:08:56,SUCCESS,493411049048,BHIM
TXN0003267,CUST00888,MER0052,cust00888@okhdfcbank,696.82,2025-03-19 23:13:15,SUCCESS,547101199270,BHIM
TXN0003271,CUST01943,MER0121,cust01943@okhdfcbank,616.27,2025-01-29 06:08:36,SUCCESS,581468736912,GPay
TXN0003272,CUST01312,MER0055,cust01312@okhdfcbank,437.28,2025-03-04 04:10:40,success,299541706458,Paytm
TXN0003274,CUST01586,MER0098,cust01586@okhdfcbank,1715.56,2025-01-13 02:48:22,success,357886245742,BHIM
TXN0003278,CUST00047,MER0109,cust00047@okhdfcbank,1324.68,2025-02-22 09:35:00,success,547954449268,Paytm
TXN0003279,CUST00517,MER0046,cust00517@okhdfcbank,125.83,2025-01-17 05:33:49,SUCCESS,880616676804,Paytm
TXN0003281,CUST00168,MER0077,cust00168@okhdfcbank,506.74,2025-06-19 16:05:26,failed,279499028570,Paytm
TXN0003282,CUST01459,MER0116,cust01459@okhdfcbank,170.56,2025-06-19 04:30:05,SUCCESS,856499763057,Amazon Pay
TXN0003285,CUST01701,MER0014,cust01701@okhdfcbank,567.0,2025-01-18 22:48:26,success,236268384915,Amazon Pay
TXN0003286,CUST01833,MER0110,cust01833@okhdfcbank,489.61,2025-03-08 09:55:29,SUCCESS,492166923731,PhonePe
TXN0003287,CUST01973,MER0077,cust01973@okhdfcbank,143.18,2025-02-01 22:46:50,SUCCESS,917434011101,PhonePe
TXN0003290,CUST01411,MER0042,cust01411@okhdfcbank,888.29,2025-05-16 06:48:40,pending,627453883143,GPay
TXN0003291,CUST00895,MER0091,cust00895@okhdfcbank,466.57,2025-06-27 05:00:50,Success,595830764919,BHIM
TXN0003293,CUST01686,MER0003,cust01686@okhdfcbank,135.9,2025-04-19 22:01:22,SUCCESS,872953359504,Amazon Pay
TXN0003294,CUST01604,MER0051,cust01604@okhdfcbank,364.98,2025-01-16 02:36:53,success,701190419140,Amazon Pay
TXN0003296,CUST00297,MER0083,cust00297@okhdfcbank,677.04,2025-05-09 22:45:27,success,907282896814,PhonePe
TXN0003298,CUST00309,MER0118,cust00309@okhdfcbank,1087.96,2025-01-29 15:20:14,SUCCESS,819622057309,BHIM
TXN0003299,CUST01023,MER0082,cust01023@okhdfcbank,303.51,2025-01-23 01:26:47,success,427360165252,Amazon Pay
TXN0003301,CUST01067,MER0001,cust01067@okhdfcbank,1327.55,2025-03-29 11:45:25,Pending,241306523106,BHIM
TXN0003304,CUST00075,MER0056,cust00075@okhdfcbank,471.95,2025-05-25 19:14:56,SUCCESS,536768318443,BHIM
TXN0003305,CUST00385,MER0108,cust00385@okhdfcbank,666.65,2025-05-16 05:40:26,SUCCESS,815163691331,BHIM
TXN0003306,CUST01119,MER0043,cust01119@okhdfcbank,289.79,2025-04-27 16:35:56,SUCCESS,046938320535,GPay
TXN0003307,CUST00774,MER0056,cust00774@okhdfcbank,287.52,2025-03-09 14:11:46,SUCCESS,444457759076,BHIM
TXN0003308,CUST00430,MER0049,cust00430@okhdfcbank,333.28,2025-05-12 23:17:49,FAILED,700863210829,GPay
TXN0003309,CUST01182,MER0004,cust01182@okhdfcbank,2031.52,2025-03-13 21:31:11,SUCCESS,322379980681,Amazon Pay
TXN0003310,CUST01667,MER0094,cust01667@okhdfcbank,491.43,2025-01-04 03:27:24,SUCCESS,768834938774,BHIM
